"","sp","wp","wnp","snp","ds","dm","dl","ss","sm","sl","subclass","port","proto","class"
"7971",0.0606060606060606,0.0303030303030303,0.0303030303030303,0.333333333333333,0,0,0.515151515151515,0,0.515151515151515,0,"From-Normal-Stribrek",80,"tcp","Normal"
"6346",0.133333333333333,0.266666666666667,0,0,0.0666666666666667,0.466666666666667,0,0,0,0.533333333333333,"From-Normal-Jist",80,"tcp","Normal"
"6749",0,0,0,0.2,0,0,0.6,0,0.4,0.2,"From-Normal-Jist",80,"tcp","Normal"
"1120",0,0.151515151515152,0.303030303030303,0,0,0.515151515151515,0,0,0,0.515151515151515,"From-Botnet-TCP-Established-SSL-To-Microsoft",443,"tcp","Botnet"
"5602",0,0,0.2,0,0,0,0.6,0,0,0.6,"From-Normal-Stribrek",443,"tcp","Normal"
"5738",0,0,0.0769230769230769,0.307692307692308,0.153846153846154,0,0.384615384615385,0,0.384615384615385,0.153846153846154,"From-Normal-Jist",80,"tcp","Normal"
"3501",0,0,0,0.2,0.4,0.2,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"2297",0,0,0.08,0.36,0.08,0.44,0,0.52,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"4836",0.0701754385964912,0.0350877192982456,0.105263157894737,0.263157894736842,0,0.175438596491228,0.333333333333333,0,0.140350877192982,0.368421052631579,"From-Normal-Stribrek",80,"tcp","Normal"
"4296",0,0,0.2,0,0,0.6,0,0.6,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"2486",0,0.0526315789473684,0.157894736842105,0.210526315789474,0,0.526315789473684,0,0.526315789473684,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"869",0,0,0,0.285714285714286,0,0.571428571428571,0,0.571428571428571,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"6990",0,0,0,0.2,0,0,0.6,0,0.6,0,"From-Normal-Jist",80,"tcp","Normal"
"2275",0,0,0.222222222222222,0.111111111111111,0.222222222222222,0.333333333333333,0,0.555555555555556,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"8385",0.440677966101695,0,0.0338983050847458,0,0,0.508474576271186,0,0,0,0.508474576271186,"From-Normal-Stribrek",80,"tcp","Normal"
"2806",0,0,0.2,0,0.2,0.4,0,0.2,0.4,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"3956",0,0.2,0,0,0.2,0.4,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"4905",0.0909090909090909,0,0,0.272727272727273,0,0,0.545454545454545,0,0.454545454545455,0.0909090909090909,"From-Normal-Grill",80,"tcp","Normal"
"8157",0,0,0.142857142857143,0.142857142857143,0,0,0.571428571428571,0,0.285714285714286,0.285714285714286,"From-Normal-Grill",80,"tcp","Normal"
"4953",0,0.0476190476190476,0.0952380952380952,0.285714285714286,0.238095238095238,0.285714285714286,0,0,0,0.523809523809524,"From-Normal-Grill",80,"tcp","Normal"
"7658",0.0140845070422535,0.0422535211267606,0.169014084507042,0.253521126760563,0,0.225352112676056,0.28169014084507,0,0,0.507042253521127,"From-Normal-Stribrek",80,"tcp","Normal"
"6516",0,0,0.285714285714286,0,0,0,0.571428571428571,0,0,0.571428571428571,"From-Normal-Grill",80,"tcp","Normal"
"4469",0,0,0.285714285714286,0,0,0.285714285714286,0.285714285714286,0.285714285714286,0,0.285714285714286,"From-Botnet-TCP-WEB-Established",80,"tcp","Botnet"
"2540",0.0666666666666667,0,0.2,0.133333333333333,0.533333333333333,0,0,0.533333333333333,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"7695",0,0,0.0740740740740741,0.37037037037037,0.037037037037037,0.333333333333333,0.148148148148148,0,0.037037037037037,0.481481481481481,"From-Normal-Jist",80,"tcp","Normal"
"4563",0,0,0,0.357142857142857,0,0.142857142857143,0.357142857142857,0,0,0.5,"From-Normal-Grill",80,"tcp","Normal"
"6160",0.0254003313086692,0.0635008282716731,0.136388735505246,0.273881833241303,0.383765875207068,0.101049144119271,0.0154610712313639,0,0.0127001656543346,0.487575924903368,"From-Normal-Stribrek",80,"tcp","Normal"
"1480",0,0,0,0.2,0.4,0.2,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"37",0,0,0.2,0,0,0.6,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"16",0,0,0,0.166666666666667,0,0.5,0,0.166666666666667,0.333333333333333,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"89",0,0,0,0.363636363636364,0,0,0.545454545454545,0,0,0.545454545454545,"From-Botnet-UDP-Attempt-DNS",53,"udp","Botnet"
"4867",0,0,0,0.2,0,0,0.6,0,0,0.6,"From-Normal-Jist",993,"tcp","Normal"
"3932",0,0,0.285714285714286,0,0.428571428571429,0.142857142857143,0,0.571428571428571,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"8290",0,0,0,0.285714285714286,0,0.571428571428571,0,0,0,0.571428571428571,"From-Normal-Grill",80,"tcp","Normal"
"121",0,0,0.2,0,0,0.6,0,0.6,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"6945",0.162162162162162,0.027027027027027,0.0810810810810811,0.189189189189189,0,0,0.513513513513513,0,0,0.513513513513513,"From-Normal-Stribrek",443,"tcp","Normal"
"6661",0.0689655172413793,0.0344827586206897,0.310344827586207,0.0344827586206897,0.517241379310345,0,0,0.517241379310345,0,0,"From-Normal-Stribrek",12587,"icmp","Normal"
"1316",0,0,0,0.25,0,0.5,0,0,0,0.5,"From-Botnet-TCP-Established-SSL-To-Microsoft",443,"tcp","Botnet"
"5624",0,0.0704225352112676,0.183098591549296,0.225352112676056,0,0,0.507042253521127,0,0,0.507042253521127,"From-Normal-Jist",443,"tcp","Normal"
"3181",0,0,0,0.2,0.4,0.2,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"343",0,0.0377358490566038,0.207547169811321,0.226415094339623,0,0.509433962264151,0,0.509433962264151,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"3031",0.0256410256410256,0.0512820512820513,0.0769230769230769,0.307692307692308,0,0.512820512820513,0,0,0,0.512820512820513,"From-Botnet-TCP-Established-HTTP-Ad",80,"tcp","Botnet"
"8904",0,0.0434782608695652,0.130434782608696,0.260869565217391,0,0,0.521739130434783,0,0.521739130434783,0,"From-Normal-Grill",80,"tcp","Normal"
"8193",0.024390243902439,0,0.0731707317073171,0.365853658536585,0.0487804878048781,0.024390243902439,0.439024390243902,0,0,0.51219512195122,"From-Normal-Jist",443,"tcp","Normal"
"2842",0,0,0.142857142857143,0.142857142857143,0,0.571428571428571,0,0,0.571428571428571,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"3514",0,0,0,0.411764705882353,0,0.529411764705882,0,0,0,0.529411764705882,"From-Botnet-TCP-Established-HTTP-Ad-yieldmanager",80,"tcp","Botnet"
"1153",0,0,0,0.166666666666667,0,0.5,0,0.5,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"4105",0,0.0512820512820513,0.282051282051282,0.128205128205128,0.0256410256410256,0.487179487179487,0,0.512820512820513,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"1905",0.0588235294117647,0.0588235294117647,0.235294117647059,0.0588235294117647,0.529411764705882,0,0,0.529411764705882,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"1158",0,0,0,0.166666666666667,0,0.5,0,0,0.5,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"3409",0,0,0,0.2,0.4,0.2,0,0.6,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"1804",0,0,0.2,0,0,0.6,0,0,0,0.6,"From-Botnet-TCP-WEB-Established-SSL",443,"tcp","Botnet"
"1073",0,0,0,0.2,0,0.6,0,0,0,0.6,"From-Botnet-TCP-Established-SSL-To-Microsoft",443,"tcp","Botnet"
"4452",0,0,0,0.2,0,0.2,0.4,0,0,0.6,"From-Botnet-TCP-WEB-Established",80,"tcp","Botnet"
"5408",0,0,0,0.2,0,0,0.6,0,0.4,0.2,"From-Normal-Grill",80,"tcp","Normal"
"674",0,0,0,0.363636363636364,0,0.454545454545455,0.0909090909090909,0.545454545454545,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"8185",0,0.0363636363636364,0.0909090909090909,0.345454545454545,0,0,0.509090909090909,0,0.509090909090909,0,"From-Normal-Jist",80,"tcp","Normal"
"3066",0,0.0975609756097561,0.292682926829268,0.0731707317073171,0.024390243902439,0.48780487804878,0,0.51219512195122,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"7354",0,0.142857142857143,0,0.142857142857143,0,0,0.571428571428571,0,0.428571428571429,0.142857142857143,"From-Normal-Jist",80,"tcp","Normal"
"2236",0,0,0.352941176470588,0.0588235294117647,0,0.235294117647059,0.294117647058824,0,0,0.529411764705882,"From-Botnet-TCP-WEB-Established",80,"tcp","Botnet"
"7966",0.384615384615385,0,0,0,0,0,0.538461538461538,0,0.0769230769230769,0.461538461538462,"From-Normal-Stribrek",5222,"tcp","Normal"
"5573",0,0,0,0.142857142857143,0,0,0.428571428571429,0,0,0.428571428571429,"From-Normal-Stribrek",80,"tcp","Normal"
"2810",0,0.08,0.08,0.28,0.4,0.08,0.04,0,0,0.52,"From-Botnet-TCP-WEB-Established",80,"tcp","Botnet"
"6537",0,0,0.222222222222222,0.111111111111111,0,0,0.555555555555556,0,0.111111111111111,0.444444444444444,"From-Normal-Stribrek",80,"tcp","Normal"
"7071",0,0.0769230769230769,0.0769230769230769,0.230769230769231,0,0,0.538461538461538,0,0.230769230769231,0.307692307692308,"From-Normal-Grill",80,"tcp","Normal"
"5789",0,0,0,0.2,0,0,0.6,0,0.4,0.2,"From-Normal-Grill",80,"tcp","Normal"
"5794",0,0,0,0.2,0,0,0.6,0,0,0.6,"From-Normal-Grill",443,"tcp","Normal"
"7759",0,0,0.181818181818182,0.181818181818182,0,0,0.545454545454545,0,0,0.545454545454545,"From-Normal-Jist",80,"tcp","Normal"
"1803",0,0,0,0.2,0,0.6,0,0,0,0.6,"From-Botnet-TCP-WEB-Established",80,"tcp","Botnet"
"7255",0,0,0,0.2,0,0,0.6,0,0,0.6,"From-Normal-Jist",80,"tcp","Normal"
"35",0,0,0.25,0,0,0.5,0,0.5,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"3288",0,0,0.2,0,0,0,0.6,0,0.2,0.4,"From-Botnet-TCP-Established",81,"tcp","Botnet"
"8131",0.0315457413249211,0.0883280757097792,0.0441640378548896,0.331230283911672,0.00630914826498423,0.451104100946372,0.0441640378548896,0,0,0.501577287066246,"From-Normal-Stribrek",443,"tcp","Normal"
"582",0,0.2,0,0,0,0.6,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"5678",0,0,0.285714285714286,0,0,0,0.571428571428571,0,0.571428571428571,0,"From-Normal-Grill",80,"tcp","Normal"
"5378",0,0,0.181818181818182,0.181818181818182,0,0,0.545454545454545,0,0,0.545454545454545,"From-Normal-Jist",443,"tcp","Normal"
"3367",0,0,0,0.2,0,0.6,0,0,0.6,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"4557",0,0,0.222222222222222,0.111111111111111,0,0,0.555555555555556,0,0,0.555555555555556,"From-Normal-Grill",80,"tcp","Normal"
"5780",0.117647058823529,0,0,0.294117647058824,0,0,0.529411764705882,0,0,0.529411764705882,"From-Normal-Jist",443,"tcp","Normal"
"7219",0.2,0,0,0,0,0,0.6,0,0,0.6,"To-Normal-UDP-NTP-server",123,"udp","Normal"
"5420",0.0769230769230769,0,0,0.307692307692308,0,0.461538461538462,0.0769230769230769,0,0.0769230769230769,0.461538461538462,"From-Normal-Grill",80,"tcp","Normal"
"3600",0.012987012987013,0.025974025974026,0.207792207792208,0.233766233766234,0.103896103896104,0.402597402597403,0,0.506493506493506,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"4104",0.0666666666666667,0.133333333333333,0.133333333333333,0.0666666666666667,0,0.0666666666666667,0.466666666666667,0,0,0.533333333333333,"From-Botnet-TCP-WEB-Established",80,"tcp","Botnet"
"8858",0,0,0.0588235294117647,0.352941176470588,0,0,0.529411764705882,0,0,0.529411764705882,"From-Normal-Jist",443,"tcp","Normal"
"5512",0,0.0434782608695652,0.0869565217391304,0.304347826086957,0,0,0.521739130434783,0,0.391304347826087,0.130434782608696,"From-Normal-Grill",80,"tcp","Normal"
"2714",0,0,0.222222222222222,0.111111111111111,0.111111111111111,0.444444444444444,0,0.555555555555556,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"222",0,0,0,0.166666666666667,0.333333333333333,0,0.166666666666667,0.333333333333333,0.166666666666667,0,"From-Botnet-UDP-DNS",53,"udp","Botnet"
"3561",0,0.0533333333333333,0.186666666666667,0.24,0.0266666666666667,0.48,0,0.506666666666667,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"5613",0.144329896907216,0,0.185567010309278,0.154639175257732,0,0.505154639175258,0,0,0,0.505154639175258,"From-Normal-Stribrek",443,"tcp","Normal"
"3650",0,0,0.2,0,0,0.6,0,0.2,0.4,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"1562",0.013986013986014,0.048951048951049,0.216783216783217,0.20979020979021,0.13986013986014,0.363636363636364,0,0.503496503496504,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"748",0,0,0.2,0,0,0.6,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"4956",0,0,0.142857142857143,0.142857142857143,0,0,0.571428571428571,0,0.571428571428571,0,"From-Normal-Grill",80,"tcp","Normal"
"502",0,0,0.285714285714286,0,0,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"5427",0,0.0909090909090909,0,0.272727272727273,0,0,0.545454545454545,0,0.454545454545455,0.0909090909090909,"From-Normal-Grill",80,"tcp","Normal"
"7381",0,0,0.166666666666667,0,0,0,0.5,0,0,0.5,"From-Normal-Stribrek",443,"tcp","Normal"
"2548",0,0.142857142857143,0.142857142857143,0,0.571428571428571,0,0,0.571428571428571,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"6995",0,0,0.0769230769230769,0.307692307692308,0,0,0.538461538461538,0,0.538461538461538,0,"From-Normal-Grill",80,"tcp","Normal"
"5309",0,0.0909090909090909,0.181818181818182,0.0909090909090909,0,0,0.545454545454545,0,0,0.545454545454545,"From-Normal-Stribrek",80,"tcp","Normal"
"7436",0.2,0,0,0,0,0,0.6,0,0,0.6,"To-Normal-UDP-NTP-server",123,"udp","Normal"
"7774",0,0,0,0.2,0,0.2,0.4,0,0.4,0.2,"From-Normal-Grill",80,"tcp","Normal"
"7745",0,0,0,0.2,0,0,0.6,0,0.4,0.2,"From-Normal-Grill",80,"tcp","Normal"
"4121",0.153846153846154,0,0.230769230769231,0,0,0.538461538461538,0,0,0,0.538461538461538,"From-Botnet-TCP-Established-HTTP-Ad",80,"tcp","Botnet"
"5004",0,0,0,0.2,0,0,0.6,0,0,0.6,"From-Normal-Stribrek",443,"tcp","Normal"
"8460",0,0,0,0.2,0,0,0.6,0,0.4,0.2,"From-Normal-Stribrek",80,"tcp","Normal"
"3485",0,0.0666666666666667,0.0666666666666667,0.266666666666667,0,0.533333333333333,0,0.533333333333333,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"3443",0.037037037037037,0.037037037037037,0.037037037037037,0.333333333333333,0.148148148148148,0.333333333333333,0.037037037037037,0.148148148148148,0.185185185185185,0.185185185185185,"From-Botnet-TCP-Established-HTTP-Ad",80,"tcp","Botnet"
"5667",0,0,0,0.166666666666667,0,0,0.5,0,0.333333333333333,0.166666666666667,"From-Normal-Grill",80,"tcp","Normal"
"1311",0,0,0.285714285714286,0,0,0.571428571428571,0,0,0,0.571428571428571,"From-Botnet-TCP-WEB-Established-SSL",443,"tcp","Botnet"
"3293",0,0.2,0,0,0,0.6,0,0,0,0.6,"From-Botnet-TCP-WEB-Established",80,"tcp","Botnet"
"5141",0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0,0.0909090909090909,0.363636363636364,0,0,0.454545454545455,"From-Normal-Jist",443,"tcp","Normal"
"1768",0,0,0.2,0,0,0.6,0,0.6,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"7246",0,0,0,0.2,0,0,0.6,0,0.6,0,"From-Normal-Grill",80,"tcp","Normal"
"2701",0,0,0.2,0,0,0.6,0,0.6,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"2970",0,0,0.2,0,0,0.6,0,0.6,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"2983",0,0,0,0.2,0.2,0.4,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"4926",0,0.153846153846154,0.0769230769230769,0.153846153846154,0,0,0.538461538461538,0,0.461538461538462,0.0769230769230769,"From-Normal-Grill",80,"tcp","Normal"
"1208",0.0512820512820513,0.0512820512820513,0.256410256410256,0.102564102564103,0,0.512820512820513,0,0.512820512820513,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"5955",0.0425531914893617,0.0425531914893617,0.106382978723404,0.276595744680851,0,0,0.51063829787234,0,0,0.51063829787234,"From-Normal-Jist",443,"tcp","Normal"
"7155",0.0201680672268908,0.034733893557423,0.146218487394958,0.298039215686275,0.452100840336134,0.0448179271708683,0.00336134453781513,0.333333333333333,0.166946778711485,0,"From-Normal-Grill",53,"udp","Normal"
"7930",0,0,0,0,0,0,0.5,0,0,0.5,"From-Normal-Grill",80,"tcp","Normal"
"578",0,0,0,0.363636363636364,0,0.454545454545455,0.0909090909090909,0.545454545454545,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"3133",0.2,0,0,0,0.6,0,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"399",0,0,0,0.2,0.2,0,0.4,0.2,0,0.4,"From-Botnet-UDP-DNS",53,"udp","Botnet"
"512",0,0.0465116279069767,0.27906976744186,0.13953488372093,0,0.372093023255814,0.13953488372093,0.372093023255814,0.13953488372093,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"1010",0.2,0,0,0,0.2,0.4,0,0.6,0,0,"From-Botnet-TCP-Attempt",22,"tcp","Botnet"
"6479",0.0283687943262411,0.0425531914893617,0.099290780141844,0.319148936170213,0,0,0.50354609929078,0,0,0.50354609929078,"From-Normal-Jist",443,"tcp","Normal"
"2869",0,0,0,0.285714285714286,0,0.571428571428571,0,0.428571428571429,0.142857142857143,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"6641",0,0,0,0.285714285714286,0,0,0.571428571428571,0,0,0.571428571428571,"From-Normal-Jist",443,"tcp","Normal"
"5726",0.0702947845804989,0.158730158730159,0.19047619047619,0.0770975056689342,0.0249433106575964,0.473922902494331,0.00226757369614512,0,0,0.501133786848073,"From-Normal-Stribrek",80,"tcp","Normal"
"6262",0.0689655172413793,0.0344827586206897,0.310344827586207,0.0344827586206897,0.517241379310345,0,0,0.517241379310345,0,0,"From-Normal-Stribrek",12587,"icmp","Normal"
"5219",0,0,0,0.285714285714286,0,0,0.571428571428571,0,0.285714285714286,0.285714285714286,"From-Normal-Grill",80,"tcp","Normal"
"1474",0,0.142857142857143,0,0.142857142857143,0.142857142857143,0.428571428571429,0,0.571428571428571,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"7281",0,0,0,0,0,0,0.5,0,0,0.5,"From-Normal-Grill",443,"tcp","Normal"
"240",0,0,0,0.2,0,0.4,0.2,0.4,0.2,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"4027",0,0,0,0.2,0.2,0.4,0,0.6,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"2360",0,0,0,0.2,0.6,0,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"8331",0,0.0434782608695652,0.0869565217391304,0.304347826086957,0,0,0.521739130434783,0,0.173913043478261,0.347826086956522,"From-Normal-Grill",80,"tcp","Normal"
"831",0,0,0,0.333333333333333,0,0.555555555555556,0,0.555555555555556,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"4922",0,0,0,0.0188679245283019,0,0.0188679245283019,0.0377358490566038,0,0,0.0566037735849057,"From-Normal-Grill",80,"tcp","Normal"
"4636",0,0,0.153846153846154,0.230769230769231,0,0,0.538461538461538,0,0,0.538461538461538,"From-Normal-Stribrek",80,"tcp","Normal"
"768",0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.428571428571429,0,0.571428571428571,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"2488",0,0,0.285714285714286,0,0.285714285714286,0.285714285714286,0,0.571428571428571,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"5564",0,0,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.222222222222222,0,0.111111111111111,0.444444444444444,"From-Normal-Grill",80,"tcp","Normal"
"548",0,0.04,0.2,0.2,0,0.52,0,0,0,0.52,"From-Botnet-TCP-Established-HTTP-Ad",80,"tcp","Botnet"
"4024",0,0.142857142857143,0.142857142857143,0,0.142857142857143,0.428571428571429,0,0.571428571428571,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"4039",0,0,0.2,0,0.6,0,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"5153",0.025974025974026,0.051948051948052,0.0779220779220779,0.324675324675325,0,0,0.506493506493506,0,0.506493506493506,0,"From-Normal-Jist",80,"tcp","Normal"
"4657",0,0.04,0.08,0.32,0.04,0,0.48,0,0.24,0.28,"From-Normal-Stribrek",80,"tcp","Normal"
"66",0,0,0,0.166666666666667,0,0,0.5,0,0,0.5,"From-Botnet-UDP-Attempt-DNS",53,"udp","Botnet"
"7721",0.0157135026493696,0.00749132103051343,0.0345331627991961,0.441987940800292,0.466471770509775,0.016078932943541,0.0175406541202266,0.111456239722273,0.388452402704184,0.000182715147085693,"From-Normal-Stribrek",53,"udp","Normal"
"4678",0.0367553865652725,0.0456273764258555,0.29531051964512,0.120405576679341,0.4702154626109,0,0.0304182509505703,0,0.491761723700887,0.00887198986058302,"From-Normal-Stribrek",80,"tcp","Normal"
"5304",0,0,0.2,0,0,0.6,0,0,0,0.6,"From-Normal-Stribrek",80,"tcp","Normal"
"3442",0,0,0.333333333333333,0,0,0.555555555555556,0,0,0.111111111111111,0.444444444444444,"From-Botnet-TCP-Established-HTTP-Ad",80,"tcp","Botnet"
"3884",0,0,0,0.285714285714286,0,0.571428571428571,0,0.571428571428571,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"6303",0,0,0,0.2,0,0,0.6,0,0.2,0.4,"From-Normal-Stribrek",80,"tcp","Normal"
"2246",0,0,0,0.2,0,0.6,0,0.4,0.2,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"6352",0,0,0.0909090909090909,0.272727272727273,0,0,0.545454545454545,0,0,0.545454545454545,"From-Normal-Jist",80,"tcp","Normal"
"2087",0,0,0,0.2,0.2,0.4,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"418",0,0,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0,0.571428571428571,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"1820",0.333333333333333,0,0.111111111111111,0,0,0.518518518518518,0,0.518518518518518,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"1645",0,0,0,0.285714285714286,0.142857142857143,0.428571428571429,0,0.571428571428571,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"588",0,0,0.2,0,0.2,0,0.4,0.2,0.4,0,"From-Botnet-UDP-Attempt-DNS",53,"udp","Botnet"
"1317",0,0.285714285714286,0,0,0,0.571428571428571,0,0,0,0.571428571428571,"From-Botnet-TCP-WEB-Established-SSL",443,"tcp","Botnet"
"1572",0,0,0,0.2,0.6,0,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"1305",0,0,0.333333333333333,0.0666666666666667,0,0.533333333333333,0,0.533333333333333,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"8892",0.493562231759657,0,0,0,0,0.502145922746781,0,0,0,0.502145922746781,"From-Normal-Stribrek",80,"tcp","Normal"
"2943",0,0.0588235294117647,0.117647058823529,0.235294117647059,0,0.529411764705882,0,0.529411764705882,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"124",0,0,0,0.363636363636364,0,0,0.545454545454545,0,0,0.545454545454545,"From-Botnet-UDP-DNS",53,"udp","Botnet"
"5146",0,0,0.266666666666667,0.133333333333333,0,0,0.533333333333333,0,0.0666666666666667,0.466666666666667,"From-Normal-Jist",80,"tcp","Normal"
"3282",0,0.051948051948052,0.207792207792208,0.220779220779221,0.428571428571429,0.0779220779220779,0,0.506493506493506,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"7111",0,0.2,0,0,0,0.2,0.4,0,0,0.6,"From-Normal-Stribrek",443,"tcp","Normal"
"785",0.0434782608695652,0,0.130434782608696,0.260869565217391,0,0.521739130434783,0,0.521739130434783,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"437",0,0.0263157894736842,0.263157894736842,0.157894736842105,0,0.0789473684210526,0.421052631578947,0,0,0.5,"From-Botnet-TCP-Established-SPAM",587,"tcp","Botnet"
"148",0,0,0.2,0,0.4,0,0.2,0.4,0,0.2,"From-Botnet-UDP-DNS",53,"udp","Botnet"
"6981",0,0,0,0.363636363636364,0,0.0909090909090909,0.454545454545455,0,0,0.545454545454545,"From-Normal-Stribrek",443,"tcp","Normal"
"8604",0,0,0.2,0,0,0.6,0,0,0,0.6,"From-Normal-Stribrek",80,"tcp","Normal"
"2776",0,0,0,0.2,0,0.4,0.2,0,0,0.6,"From-Botnet-TCP-WEB-Established",80,"tcp","Botnet"
"5118",0,0.0666666666666667,0,0.333333333333333,0,0,0.533333333333333,0,0,0.533333333333333,"From-Normal-Jist",443,"tcp","Normal"
"8329",0,0.0526315789473684,0.210526315789474,0.157894736842105,0,0,0.526315789473684,0,0,0.526315789473684,"From-Normal-Jist",80,"tcp","Normal"
"3842",0,0.0540540540540541,0.216216216216216,0.189189189189189,0,0.513513513513513,0,0.513513513513513,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"7217",0.010752688172043,0.0161290322580645,0.123655913978495,0.338709677419355,0.274193548387097,0.225806451612903,0,0,0.17741935483871,0.32258064516129,"From-Normal-Jist",80,"tcp","Normal"
"8466",0.0434782608695652,0,0.130434782608696,0.260869565217391,0,0.217391304347826,0.304347826086957,0,0.260869565217391,0.260869565217391,"From-Normal-Grill",80,"tcp","Normal"
"5647",0.222222222222222,0,0.111111111111111,0,0,0,0.555555555555556,0,0,0.555555555555556,"From-Normal-Jist",443,"tcp","Normal"
