TrueClass,RamdomForest,KNN,LogisticRegression,NaiveBayes,SVM,subclass,port,proto
Normal,0.022,0,0.36193820100644136,4.788882747685137e-4,0.48198265829350795,From-Normal-Stribrek,80,tcp
Normal,0,0,0.10693822908837802,3.199868259459153e-6,0.11401982509489839,From-Normal-Stribrek,80,tcp
Normal,0,0,0.1170423457224048,0.04339073439482566,0.09371719054916372,From-Normal-Stribrek,80,tcp
Normal,0.03,0,0.11810413016945576,0.05398998441704118,0.095318302041704,From-Normal-Stribrek,80,tcp
Normal,0.01,0,0.11538668592909263,0.04198171234876005,0.09135215094211979,From-Normal-Stribrek,80,tcp
Normal,0.062,0,0.19641190293201738,1.0801038718308074e-4,0.27476087881038436,From-Normal-Stribrek,80,tcp
Normal,0.018,0,0.08263500581125993,0.0010069335579911871,0.0640131037736742,From-Normal-Stribrek,80,tcp
Normal,0.04,0,0.1086104036781338,3.030976666642706e-6,0.1088989872746946,From-Normal-Stribrek,80,tcp
Normal,0.004,0,0.06362354354431476,2.7677791007722124e-6,0.0926001561305484,From-Normal-Stribrek,80,tcp
Normal,0.632,0.35,0.45174736173523544,0.01917529391387067,0.5566581805283677,From-Normal-Stribrek,443,tcp
Normal,0.252,0.058823529411764705,0.18334247146192917,0.1901455757694032,0.10890581826585355,From-Normal-Stribrek,80,tcp
Normal,0,0,0.05656477234877222,1.744519103222256e-7,0.08333973796338445,From-Normal-Stribrek,80,tcp
Normal,0.002,0.2,0.06793602012338462,1.2346568319633233e-5,0.08074298311232164,From-Normal-Stribrek,80,tcp
Normal,0.428,0.5333333333333333,0.3864988360682383,0.002110135993678307,0.43535330601005173,From-Normal-Stribrek,443,tcp
Normal,0.004,0.0625,0.2156240855043735,0.7602797676201125,0.12725712996209504,From-Normal-Stribrek,80,tcp
Normal,0.004,0,0.09878198482861145,5.978043372943004e-4,0.1159823761774681,From-Normal-Stribrek,80,tcp
Normal,0,0,0.06920696337141263,8.190796198508066e-7,0.08762713048583537,From-Normal-Stribrek,80,tcp
Normal,0.596,0.6428571428571429,0.47922969811541605,0.04021074059614441,0.47584614435246175,Normal-HTTP-windowsupdate,80,tcp
Normal,0.062,0.13333333333333333,0.1899604114424439,4.099778781494018e-4,0.23727266332843822,Normal-HTTP-windowsupdate,80,tcp
Normal,0.072,0.06666666666666667,0.09174692145116625,0.0011655613543771603,0.10438737280235122,From-Normal-Jist,993,tcp
Normal,0.382,0.13333333333333333,0.3771100604029567,0.5722246693048962,0.3784118887584209,From-Normal-Jist,80,tcp
Normal,0,0,0.15191971639923207,2.745822976219699e-4,0.1587215147078418,From-Normal-Jist,80,tcp
Normal,0,0,0.048640418611132774,3.800749533670015e-7,0.06590386169389872,From-Normal-Jist,80,tcp
Normal,0.04,0,0.02669394523181956,1.1069892510528421e-5,0.0413745362437673,From-Normal-Jist,80,tcp
Normal,0.002,0,0.05539435719962815,1.6710678976599046e-4,0.0667326123655193,From-Normal-Jist,80,tcp
Normal,0.134,0.35294117647058826,0.2064671171029332,5.767089233761931e-4,0.15465597399401665,From-Normal-Jist,80,tcp
Normal,0.022,0.0625,0.10289549268474285,2.1333796323673616e-4,0.1537692459077491,From-Normal-Jist,80,tcp
Normal,0,0,0.10281349558779251,3.1010379700961005e-6,0.10840923878056263,From-Normal-Jist,80,tcp
Normal,0.04,0.5333333333333333,0.1446483168831476,5.52539565111578e-6,0.11370610417219129,From-Normal-Jist,80,tcp
Normal,0,0,0.08916139517955335,2.2711809579255523e-6,0.09544064172738209,From-Normal-Jist,80,tcp
Normal,0.002,0,0.05403520174963394,5.457405110650372e-7,0.07339102132632513,From-Normal-Jist,80,tcp
Normal,0,0,0.04386830335656078,3.453371377909044e-7,0.06898073107940328,From-Normal-Jist,80,tcp
Normal,0,0,0.061723244170780456,1.331887408393092e-6,0.07082747030349079,From-Normal-Jist,80,tcp
Normal,0.074,0,0.19108109751899482,5.598802087400642e-4,0.14700090011134437,From-Normal-Jist,443,tcp
Normal,0.006,0,0.058294121581509484,5.759113473257876e-6,0.10072167858071279,From-Normal-Jist,80,tcp
Normal,0.022,0,0.11137388277321203,1.1942951071108064e-5,0.1186817985197911,From-Normal-Jist,80,tcp
Normal,0,0,0.08400625628139347,5.472423853536771e-7,0.11205603061269087,From-Normal-Jist,80,tcp
Normal,0,0,0.10693822908837802,3.199868259459153e-6,0.11401982509489839,From-Normal-Jist,80,tcp
Normal,0.304,0.5625,0.45231095058727855,0.07697033670968431,0.6219474234801927,From-Normal-Jist,80,tcp
Normal,0.244,0.5333333333333333,0.4987958997493427,0.058717642434499465,0.6531090642948876,From-Normal-Jist,80,tcp
Normal,0.348,0.24324324324324326,0.4168034687339015,0.19881115198759283,0.5634215052514426,From-Normal-Jist,80,tcp
Normal,0.214,0.05263157894736842,0.20469513010414997,0.0014592209843522677,0.2561261545857,From-Normal-Jist,80,tcp
Normal,0.172,0,0.08030511689035058,0.0011490334422043639,0.11886594295628905,From-Normal-Jist,443,tcp
Normal,0.002,0,0.08083379401086788,4.572978657887811e-5,0.09459492972905426,From-Normal-Jist,443,tcp
Normal,0.246,0.2,0.2596992263665512,0.018219510894076463,0.3133070024850444,From-Normal-Jist,443,tcp
Normal,0.072,0.1875,0.0985100886856628,9.444939979749022e-5,0.1336608894369542,From-Normal-Jist,80,tcp
Normal,0.082,0.23529411764705882,0.058064815534232705,3.163770693179677e-6,0.06578915726522983,From-Normal-Jist,443,tcp
Normal,0.014,0,0.05087551544700897,1.3345442697673365e-6,0.0674727842422379,From-Normal-Jist,80,tcp
Normal,0.276,0.1111111111111111,0.3349354885276512,9.543731645134786e-4,0.21863854982769082,From-Normal-Jist,443,tcp
Normal,0,0,0.0844883623147682,1.1932824398117703e-6,0.09655627985340998,From-Normal-Jist,80,tcp
Normal,0,0.07936507936507936,0.12503947938808946,1.012188952251674e-4,0.11018143045059481,From-Normal-Jist,443,tcp
Normal,0.1,0.2222222222222222,0.18656647601718113,4.804371355911045e-5,0.14780872633292352,From-Normal-Jist,80,tcp
Normal,0.004,0,0.05756761260255028,4.329846809245369e-7,0.07279723699905749,From-Normal-Jist,80,tcp
Normal,0.544,0.17647058823529413,0.1547378494758661,0.0011532355299002299,0.1450184822332219,From-Normal-Jist,80,tcp
Normal,0.018,0,0.08064552183899054,1.6436295006783496e-6,0.09570947834539001,From-Normal-Jist,80,tcp
Normal,0.016,0,0.06351720503102765,8.904151740445973e-4,0.08608195406510455,From-Normal-Jist,80,tcp
Normal,0,0.05,0.06712375013625826,9.599186029355768e-6,0.07424903504330094,From-Normal-Jist,443,tcp
Normal,0.136,0.11764705882352941,0.055153179822796106,0.0010911086533872709,0.06427462020095276,From-Normal-Jist,443,tcp
Normal,0,0,0.08470744512263373,1.5625089255299688e-5,0.06905622770143682,From-Normal-Jist,5222,tcp
Normal,0,0,0.06131358138638254,1.3654028708922941e-5,0.0786088986937914,From-Normal-Jist,80,tcp
Normal,0,0,0.0503364471923925,3.611039553663119e-7,0.06502916570109818,From-Normal-Jist,80,tcp
Normal,0.364,0,0.29683355929054267,8.311848909454233e-4,0.3988347926451383,From-Normal-Jist,80,tcp
Normal,0.192,0.05555555555555555,0.23314943844568237,0.005003347089328213,0.2577069012212385,From-Normal-Jist,80,tcp
Normal,0.022,0.06666666666666667,0.16821944558123292,0.0026265809156208395,0.21043134463286517,From-Normal-Jist,80,tcp
Normal,0.262,0,0.07687041180581844,5.229303485077015e-4,0.10463621983328242,From-Normal-Jist,80,tcp
Normal,0.198,0.43478260869565216,0.32825033871880505,0.01082646851683745,0.510302148535538,From-Normal-Jist,80,tcp
Normal,0.686,0.47058823529411764,0.13111651207755604,0.006606918978279957,0.17584695653543714,From-Normal-Jist,80,tcp
Normal,0.012,0,0.04924892951800541,8.112239794288199e-6,0.06362934841201484,From-Normal-Jist,443,tcp
Normal,0.012,0,0.07565305800886857,1.5043924981875699e-5,0.09981648342249627,From-Normal-Jist,443,tcp
Normal,0.104,0,0.061944164953612435,4.975401338177527e-4,0.0771357147356484,From-Normal-Jist,443,tcp
Normal,0,0,0.03992747135647712,2.4155263667336215e-7,0.054687303822667954,From-Normal-Jist,80,tcp
Normal,0.016,0,0.058134751864237666,7.245142817086265e-6,0.06951701181344827,From-Normal-Jist,80,tcp
Normal,0.026,0.058823529411764705,0.1106304422381007,1.0680768775400655e-4,0.11407139720252357,From-Normal-Jist,80,tcp
Normal,0.012,0,0.07151180496452891,3.7973958572297687e-5,0.0850033932084242,From-Normal-Jist,443,tcp
Normal,0,0,0.03962080098782672,2.7984627800558455e-5,0.0210966912541235,From-Normal-Jist,443,tcp
Normal,0.018,0,0.04602918779048237,1.3406216516355299e-5,0.058814087449087116,From-Normal-Jist,443,tcp
Normal,0,0,0.10693822908837802,3.199868259459153e-6,0.11401982509489839,From-Normal-Jist,80,tcp
Normal,0.156,0.17391304347826086,0.17456275405072474,4.1700191450197625e-5,0.11516401595063375,To-Normal-UDP-NTP-server,123,udp
Normal,0.196,0,0.06417743885614635,6.153658135909286e-4,0.0584001843896127,From-Normal-Grill,443,tcp
Normal,0,0,0.09945747310327435,1.096436961048495e-6,0.11099566521691662,From-Normal-Grill,80,tcp
Normal,0,0,0.07338810690982744,9.313052452850047e-7,0.08653216136692177,From-Normal-Grill,80,tcp
Normal,0.028,0.06666666666666667,0.15621330965195113,4.457814978173377e-6,0.14058943315532724,From-Normal-Grill,80,tcp
Normal,0.004,0,0.5085330669239675,0.002730201917662281,0.5910139126717577,From-Normal-Grill,80,tcp
Normal,0.01,0.3333333333333333,0.24834111580082519,2.5726560585851186e-4,0.1949113076926784,From-Normal-Grill,443,tcp
Normal,0.03,0,0.14883907879165403,1.3178310771161917e-4,0.20342734347489577,From-Normal-Grill,80,tcp
Normal,0.326,0.125,0.11164230823291243,0.9071018775552931,0.09471478487722373,From-Normal-Grill,80,tcp
Normal,0.232,0.16666666666666666,0.22924704912078286,0.017015879772346785,0.1716898217366858,From-Normal-Grill,81,tcp
Normal,0,0.030303030303030304,0.04768694928570838,2.7651428812237397e-5,0.025726328953152744,From-Normal-Grill,443,tcp
Normal,0.176,0.08333333333333333,0.2437343813917774,5.864385365883176e-4,0.1501389203538438,From-Normal-Grill,443,tcp
Normal,0,0.05,0.06712375013625826,9.599186029355768e-6,0.07424903504330094,From-Normal-Grill,443,tcp
Normal,0,0,0.05428815342428561,2.932621167108298e-7,0.08090161413966934,From-Normal-Grill,80,tcp
Normal,0,0.08695652173913043,0.06493864485263501,2.2569472438182905e-5,0.07253500573400362,From-Normal-Grill,443,tcp
Normal,0.004,0,0.09878198482861145,5.978043372943004e-4,0.1159823761774681,From-Normal-Grill,80,tcp
Normal,0.778,0.5333333333333333,0.46219358697563684,0.06945470435687637,0.5327096482671574,From-Normal-Grill,80,tcp
Normal,0,0,0.10693822908837802,3.199868259459153e-6,0.11401982509489839,From-Normal-Grill,80,tcp
Normal,0.004,0,0.09878198482861145,5.978043372943004e-4,0.1159823761774681,From-Normal-Grill,80,tcp
Normal,0.02,0.06666666666666667,0.2646189247600369,0.003890143526776234,0.21991220877259698,From-Normal-Grill,80,tcp
Botnet,1,1,0.9980920203961342,0.9999997718620779,0.9939952942716487,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9958048148940677,0.9999998413294205,0.9889624653851095,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.994,1,0.9844446710673267,0.999991002641343,0.9698462883898793,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9965226734782577,0.9999440938705068,0.9917644185666752,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9994180445185462,0.9999999650571809,0.9971964175712528,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9942230135822236,0.9999999252440315,0.9843331576743172,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.992,1,0.9888586168104322,0.9999784419103842,0.9580867476198778,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.9993394099166982,0.9999994501180434,0.9984269150508557,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9960015285692514,0.9999787052263759,0.9869480828197897,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.994,1,0.9871357512603953,0.9999543202869022,0.9577273352283363,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9912830080177818,0.9999858592482188,0.9795201482240082,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9945021488273419,0.9999995611659299,0.9773621885473748,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9961526215018732,0.999999856915067,0.9905974098564678,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9983188906060414,0.9999999327858248,0.9893353246249481,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9926047669315492,0.9998910188765379,0.9787736065484571,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9858938962951528,0.9999021557000567,0.965053431457133,From-Botnet-TCP-Attempt-SPAM,25,tcp
Normal,0.014,0,0.054914213841758985,2.197518161957651e-5,0.0656683332424669,From-Normal-Stribrek,80,tcp
Normal,0.046,0.06521739130434782,0.14557473448492608,5.9095917792055255e-5,0.13170515143907735,From-Normal-Stribrek,80,tcp
Normal,0.03,0,0.03684299473378294,1.9966931095482404e-5,0.0491370184921206,From-Normal-Stribrek,80,tcp
Normal,0.046,0.06666666666666667,0.127191480230196,1.8497122428226152e-4,0.20130192376745815,From-Normal-Stribrek,80,tcp
Normal,0.004,0,0.045655902177029306,2.6304272558479895e-7,0.06196626875372069,From-Normal-Stribrek,80,tcp
Normal,0.008,0,0.0961470414296407,0.0508332477100229,0.08188898517000298,From-Normal-Stribrek,80,tcp
Normal,0.01,0,0.11080030518194905,0.04982957384184682,0.09221517014247282,From-Normal-Stribrek,80,tcp
Normal,0.006,0,0.06289177042705962,3.993621832833827e-6,0.07429263325090218,From-Normal-Stribrek,80,tcp
Normal,0.06,0,0.11084591455088744,1.3050558077358452e-4,0.17321076389307744,From-Normal-Stribrek,80,tcp
Normal,0.088,0,0.11521557134212079,2.4888156866795106e-4,0.17852269511678098,From-Normal-Stribrek,80,tcp
Normal,0.034,0.13333333333333333,0.07935748646001317,0.019716448868229236,0.08244567462476238,From-Normal-Stribrek,80,tcp
Normal,0.232,0.16666666666666666,0.22924704912078286,0.017015879772346785,0.1716898217366858,From-Normal-Stribrek,81,tcp
Normal,0.002,0.25,0.16140475792858056,1.0613583957528438e-4,0.1460315220542523,From-Normal-Stribrek,80,tcp
Normal,0,0,0.11568147486781666,6.5538838671709525e-6,0.11208627198886534,From-Normal-Stribrek,80,tcp
Normal,0,0,0.1480674009726496,3.920633935890994e-6,0.14226190700079144,From-Normal-Stribrek,80,tcp
Normal,0.018,0,0.03867734707986048,5.912584475271541e-7,0.06276994905289146,From-Normal-Stribrek,80,tcp
Normal,0,0.058823529411764705,0.08245508448572703,3.20297244858568e-5,0.0843793177120028,From-Normal-Stribrek,443,tcp
Normal,0.002,0,0.11693439817750673,1.6411163873161706e-5,0.15351561897624022,From-Normal-Stribrek,80,tcp
Normal,0.46,0.4117647058823529,0.10722644082734856,0.003615187077005141,0.1742263786069279,From-Normal-Stribrek,80,tcp
Normal,0.038,0.26666666666666666,0.12222663954767465,3.6839168361385734e-4,0.17840200640102732,From-Normal-Stribrek,80,tcp
Normal,0.046,0,0.17850473260753774,0.0011006568803489313,0.246319766168556,From-Normal-Stribrek,80,tcp
Normal,0.016,0.06666666666666667,0.06122386602073382,3.501340468292476e-5,0.08532545171206918,From-Normal-Stribrek,80,tcp
Normal,0.026,0,0.10576632972989164,6.518009527755178e-5,0.16347621353426767,From-Normal-Stribrek,80,tcp
Normal,0.246,0.06666666666666667,0.6041217263357397,0.6119561997057287,0.596860505748696,From-Normal-Stribrek,443,tcp
Normal,0.122,0.0625,0.16335253579343312,0.015810035281873233,0.09947464191632482,To-Normal-UDP-NTP-server,123,udp
Normal,0.672,0,0.5002709012595237,0.9838695893544563,0.41626635832823755,From-Normal-Jist,8950,tcp
Normal,0,0,0.11568147486781666,6.5538838671709525e-6,0.11208627198886534,From-Normal-Jist,80,tcp
Normal,0.002,0.058823529411764705,0.06832031843426933,6.617058910706343e-6,0.055417627668141956,From-Normal-Jist,80,tcp
Normal,0,0.06666666666666667,0.1647207156204069,1.2064038835736019e-5,0.13893343661664082,From-Normal-Jist,443,tcp
Normal,0.582,0.2,0.12932069978876037,0.006049268124191644,0.1279261403356221,From-Normal-Jist,443,tcp
Normal,0,0,0.1105187918099716,1.080496865806595e-5,0.12760323360105497,From-Normal-Jist,443,tcp
Normal,0.262,0.36363636363636365,0.1128618445514683,1.997886068998335e-4,0.10022951945438074,From-Normal-Jist,80,tcp
Normal,0.07,0.10526315789473684,0.28939809918981596,0.0878061764590039,0.39862049119858933,From-Normal-Jist,80,tcp
Normal,0.412,0.06666666666666667,0.039993739535055806,0.020427151700687048,0.04581493594833752,From-Normal-Jist,80,tcp
Normal,0.438,0.125,0.1645124698515129,0.32428282352477683,0.12895702828398636,From-Normal-Grill,80,tcp
Normal,0,0.015151515151515152,0.09188441731462338,1.4746660511533772e-5,0.09069710235416206,From-Normal-Grill,80,tcp
Normal,0,0,0.10693822908837802,3.199868259459153e-6,0.11401982509489839,From-Normal-Grill,80,tcp
Normal,0,0.022727272727272728,0.14798330913363666,2.385414730953126e-4,0.12373906359848952,From-Normal-Grill,80,tcp
Normal,0.012,0.1875,0.5250753715894888,0.001997761607726352,0.4833612792557477,From-Normal-Grill,80,tcp
Normal,0.312,0.13333333333333333,0.2225068056044417,0.0011706098868322192,0.28691498781146185,From-Normal-Grill,80,tcp
Normal,0.606,0.7333333333333333,0.44719952353772474,0.004841046263400507,0.6715564589418646,From-Normal-Grill,80,tcp
Normal,0.034,0,0.04364957038384554,1.9179006927242346e-6,0.05922956150054193,From-Normal-Grill,80,tcp
Normal,0.136,0.0625,0.1496810998863537,0.4730510806236851,0.1875663416021478,From-Normal-Grill,80,tcp
Botnet,0.964,1,0.8334086408338487,0.7105674098498217,0.8474059703006419,From-Botnet-TCP-HTTP-Google-Net-Established,80,tcp
Botnet,0.9,0.8666666666666667,0.5554219834806827,0.138207075913135,0.5993515781849874,From-Botnet-TCP-Not-Encrypted-SMTP-Private-Proxy,65500,tcp
Botnet,0.962,1,0.654852022552125,0.8278094305677175,0.7386478773019867,From-Botnet-TCP-Established-HTTP-To-Microsoft,80,tcp
Botnet,0.956,0.8666666666666667,0.819902012131278,0.6676079660240957,0.842293589068077,From-Botnet-TCP-Established-HTTP-To-Microsoft,80,tcp
Botnet,0.856,0.7333333333333333,0.5504542998283026,0.10603077812340926,0.6891718182127724,From-Botnet-TCP-Established-SSL-To-Microsoft,443,tcp
Botnet,0.42,0.22727272727272727,0.5868389562981242,0.12326927580479272,0.6051143109111519,From-Botnet-TCP-Established-HTTP-To-Microsoft-Live,80,tcp
Botnet,1,1,0.9991962965429556,0.9999996736752694,0.9969865972636198,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9991962965429556,0.9999996736752694,0.9969865972636198,From-Botnet-TCP-Attempt-SPAM,25,tcp
Normal,0.004,0,0.03769267119179842,5.6298611604876284e-5,0.027103573245661816,From-Normal-Stribrek,80,tcp
Normal,0.206,0,0.08257367647049985,0.2199694293611467,0.07695213822808089,From-Normal-Stribrek,80,tcp
Normal,0.176,0,0.08200364112312097,0.07262981018975766,0.06892754861832484,From-Normal-Stribrek,80,tcp
Normal,0.188,0.5333333333333333,0.4695945540842146,0.007382116822859639,0.6211846205775864,From-Normal-Stribrek,80,tcp
Normal,0.118,0,0.692826244120401,0.27783384606815503,0.509118984715587,From-Normal-CVUT-WebServer,53,udp
Normal,0.056,0.3333333333333333,0.28669441098138426,0.009606219203204215,0.2952528161342489,Normal-HTTP-windowsupdate,80,tcp
Normal,0.114,0.22727272727272727,0.05500003166925882,0.08509974718655033,0.04164740902811859,To-Normal-UDP-NTP-server,123,udp
Normal,0,0,0.10693822908837802,3.199868259459153e-6,0.11401982509489839,From-Normal-Jist,80,tcp
Normal,0.028,0.0625,0.0734686539774645,6.777837778572383e-5,0.10711362249325884,From-Normal-Jist,80,tcp
Normal,0.018,0,0.05915626168754551,1.7390722295451366e-5,0.06224858760772278,From-Normal-Jist,80,tcp
Normal,0,0.06666666666666667,0.2821806444610512,2.089123143163828e-5,0.21662198311763814,From-Normal-Jist,80,tcp
Normal,0,0,0.10693822908837802,3.199868259459153e-6,0.11401982509489839,From-Normal-Jist,80,tcp
Normal,0.704,0.47058823529411764,0.5454526783280171,0.14686818841818503,0.6619727225900274,From-Normal-Jist,80,tcp
Normal,0,0.05555555555555555,0.06300952991031672,1.140880884183923e-5,0.07139506877438118,From-Normal-Jist,443,tcp
Normal,0.886,0.6470588235294118,0.801245037478626,0.6627886449660616,0.8381557405263848,From-Normal-Jist,80,tcp
Normal,0.006,0,0.04967255445912333,1.0009825772411488e-5,0.0583152833391235,From-Normal-Jist,443,tcp
Normal,0.342,0.058823529411764705,0.7192284537190609,0.9919763845043631,0.42906760493549745,From-Normal-Grill,54728,icmp
Normal,0.786,0.5333333333333333,0.4296364598051132,0.018527414718863454,0.4770179455586231,From-Normal-Grill,80,tcp
Normal,0,0,0.03482075608035351,3.004795677035239e-5,0.018379811555825354,From-Normal-Grill,80,tcp
Normal,0,0.015151515151515152,0.09188441731462338,1.4746660511533772e-5,0.09069710235416206,From-Normal-Grill,80,tcp
Normal,0,0,0.11568147486781666,6.5538838671709525e-6,0.11208627198886534,From-Normal-Grill,443,tcp
Normal,0,0,0.03513623883084083,1.08230241978671e-6,0.054829243519874615,From-Normal-Grill,80,tcp
Normal,0.036,0.13333333333333333,0.23356048800370177,4.8216170163756055e-4,0.31251790429287307,From-Normal-Grill,80,tcp
Normal,0.006,0,0.14027565211126347,5.28571433828435e-4,0.14395094428209543,From-Normal-Grill,80,tcp
Normal,0.004,0,0.5085330669239675,0.002730201917662281,0.5910139126717577,From-Normal-Grill,80,tcp
Normal,0.448,0.0625,0.1677788829625576,1.493899072544389e-4,0.27481118236164226,From-Normal-Grill,80,tcp
Normal,0.44,0.4,0.1427882773191187,0.005003017158520005,0.15596583383290574,From-Normal-Grill,80,tcp
Normal,0.06,0.2777777777777778,0.5306024887938694,0.04056949387814631,0.5863447260358288,From-Normal-Grill,80,tcp
Normal,0.102,0,0.05160797590607891,2.797831611784078e-4,0.0642960859945767,From-Normal-Grill,80,tcp
Normal,0.026,0,0.2891033776973043,0.0013160161970652863,0.37592917682751703,From-Normal-Grill,80,tcp
Botnet,0.99,1,0.8889509958290598,0.9631868504394433,0.9160975595875455,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.996,1,0.9944649761953317,0.9996242800963873,0.9904609521497458,From-Botnet-TCP-Attempt,6667,tcp
Botnet,1,1,0.9994180445185462,0.9999999650571809,0.9971964175712528,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.998,1,0.9979035264399823,0.9998528348179484,0.9946795542009511,From-Botnet-TCP-Attempt,6667,tcp
Botnet,1,1,0.9983188906060414,0.9999999327858248,0.9893353246249481,From-Botnet-TCP-Attempt,6667,tcp
Botnet,1,1,0.9997986873666019,0.999999915777128,0.9992672720149711,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.998,1,0.9971152055614748,0.9998215478555948,0.9933418492093747,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.998,1,0.998759941024315,0.999888366777128,0.9959703904306493,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.998,1,0.9993394099166982,0.9999994501180434,0.9984269150508557,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.77,0.5483870967741935,0.7607178901731451,0.4041217747873442,0.8274636161421596,From-Botnet-TCP-WEB-Established-SSL,443,tcp
Botnet,0.998,1,0.9994053785428598,0.9999914795373648,0.9986389212320562,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9993617865816596,0.9999967363265342,0.9972232120205804,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.998,1,0.9993013173169062,0.9999866463980986,0.9981621463690765,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.982,1,0.8141756974337019,0.8576012455090161,0.8347497894973577,From-Botnet-TCP-Attempt,6667,tcp
Botnet,1,1,0.9822250566379293,0.9876652475766914,0.9706472015948441,From-Botnet-TCP-Attempt,6667,tcp
Botnet,1,0.875,0.9953394990542288,0.9999523644841796,0.9787538900917526,From-Botnet-TCP-Attempt,6667,tcp
Botnet,1,1,0.9988178893503845,0.99998310533335,0.9982607923709464,From-Botnet-TCP-Attempt,6667,tcp
Botnet,1,1,0.9997986873666019,0.999999915777128,0.9992672720149711,From-Botnet-TCP-Attempt,6667,tcp
Botnet,1,1,0.9855645892661631,0.997674952237295,0.9820075443613323,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.232,0.0625,0.14270546139233153,3.6796241843092077e-4,0.09529388404617123,From-Botnet-TCP-WEB-Established,80,tcp
Botnet,0.846,0.3333333333333333,0.5432170791861196,0.5652935404390516,0.4815507147414009,From-Botnet-TCP-Established,6667,tcp
Botnet,0.992,1,0.9951933375867272,0.9836066693721188,0.9877504715890165,From-Botnet-TCP-Attempt,6667,tcp
Botnet,1,1,0.9992366528058646,0.9999957079607202,0.9976506814922418,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.936,0.7333333333333333,0.12645728212382334,0.003052749401115529,0.09973004620107961,From-Botnet-TCP-Established-HTTP-Ad-yieldmanager,80,tcp
Botnet,0.32,0.1875,0.13021300953208015,0.005595850505093653,0.11743441806900257,From-Botnet-TCP-Established-HTTP-Adobe,80,tcp
Botnet,0.998,1,0.9983683317440767,0.9999360842356609,0.9968304411694157,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.598,0.8666666666666667,0.6056205365901102,0.1427389369296905,0.651711045787273,From-Botnet-TCP-Established-HTTP-Binary-Download,80,tcp
Botnet,1,1,0.9993617865816596,0.9999967363265342,0.9972232120205804,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.998,1,0.9971152055614748,0.9998215478555948,0.9933418492093747,From-Botnet-TCP-Attempt,6667,tcp
Botnet,1,1,0.9997986873666019,0.999999915777128,0.9992672720149711,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.998,1,0.9979035264399823,0.9998528348179484,0.9946795542009511,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.996,1,0.9987386117385221,0.9999999285068863,0.9970055457042393,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.998759941024315,0.999888366777128,0.9959703904306493,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9972991840276498,0.9999923512898616,0.9945963260517761,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.9955641617983911,0.9996079600902079,0.9926195603709999,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.994,1,0.9990578308821887,0.9999982762018774,0.9977417858457577,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9976265665379255,0.9999817637311678,0.9950790875566029,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9967149977987294,0.9999835927712657,0.993110801996687,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.9977427195759926,0.9999762204148284,0.9946866061959062,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.9965282590532727,0.9998609272338921,0.9937983922395833,From-Botnet-TCP-Attempt-SPAM,25,tcp
