"id"|"size"|"prediction"
3129|1600|0.002
2428|1600|1
5699|1600|0.798
5374|1600|0.996
8368|1600|1
6044|1600|0.834
8649|1600|0.278
1884|1600|0.062
6935|1600|0.768
630|1600|1
1277|1600|0.51
7505|1600|1
775|1600|0.994
1550|1600|1
512|1600|0.844
8142|1600|0.832
3064|1600|0.28
8155|1600|1
1927|1600|0.88
2078|1600|0.076
8060|1600|1
1111|1600|0.002
4056|1600|0.402
6688|1600|0.988
4992|1600|0.996
1995|1600|0.31
5342|1600|0.996
6161|1600|1
5840|1600|0.194
4814|1600|1
8870|1600|0.092
5266|1600|0.422
5286|1600|0.176
7635|1600|1
2973|1600|0.402
3150|1600|0.12
1628|1600|1
3274|1600|0.01
1703|1600|0.014
1677|1600|1
6103|1600|0.836
578|1600|1
543|1600|1
4495|1600|1
4256|1600|0.052
623|1600|1
219|1600|0.67
5746|1600|1
64|1600|0.13
4792|1600|0.924
4228|1600|0.124
2674|1600|0.268
4308|1600|0
997|1600|0.972
1825|1600|0.03
3411|1600|1
2784|1600|0.27
1436|1600|0.768
3455|1600|0.632
4740|1600|1
1649|1600|1
2624|1600|1
731|1600|1
6835|1600|1
149|1600|0.026
3861|1600|1
6444|1600|1
1808|1600|0.27
3680|1600|0.998
2654|1600|0.51
4787|1600|0.886
8611|1600|0.014
3122|1600|0
1023|1600|0.866
339|1600|1
8534|1600|0.128
719|1600|0.988
5071|1600|0.544
1521|1600|1
6724|1600|1
7541|1600|1
365|1600|0.964
1457|1600|1
8921|1600|0.054
3119|1600|0.042
4120|1600|0.072
8855|1600|0.542
5527|1600|0.94
8628|1600|0.862
836|1600|0.038
7239|1600|1
7959|1600|1
980|1600|0.958
3975|1600|0.064
2569|1600|1
7702|1600|0.906
8983|1600|0
4219|1600|0.032
2032|1600|0.034
3880|1600|0
239|1600|0.996
8466|1600|1
3478|1600|0
5903|1600|0.786
7384|1600|1
4355|1600|0
8449|1600|1
3951|1600|0.27
2729|1600|0.564
5146|1600|1
5263|1600|0.874
6248|1600|1
1245|1600|0.01
8933|1600|0.036
828|1600|1
8589|1600|0.176
5281|1600|0.732
3644|1600|0.13
4701|1600|1
6800|1600|1
6929|1600|1
3289|1600|0.068
6505|1600|0.982
1285|1600|0.996
3626|1600|0.06
1110|1600|1
4066|1600|0.004
2691|1600|0.798
1892|1600|0.02
4190|1600|0
6486|1600|1
6270|1600|1
7509|1600|1
4346|1600|0.016
7533|1600|1
1926|1600|0.054
7704|1600|1
2150|1600|0.246
93|1600|0.176
898|1600|0.98
1413|1600|1
8465|1600|1
5258|1600|1
7770|1600|1
5171|1600|1
7295|1600|0.058
3462|1600|0.988
808|1600|0.998
4178|1600|0
5946|1600|1
2884|1600|0
880|1600|1
1251|1600|0.106
3989|1600|0.694
3772|1600|1
5320|1600|1
214|1600|0.476
7023|1600|1
3310|1600|0
7680|1600|1
4105|1600|0.002
3968|1600|0
440|1600|1
8389|1600|1
6005|1600|1
5315|1600|0.894
3494|1600|0.002
5198|1600|1
2664|1600|1
2685|1600|1
8146|1600|1
2419|1600|0.996
2823|1600|0
673|1600|0.976
3506|1600|0.292
834|1600|0.988
582|1600|0.776
8151|1600|1
8737|1600|0.166
1139|1600|0.008
1387|1600|0.502
7164|1600|0.814
1108|1600|0
6192|1600|1
45|1600|0.458
4053|1600|0.024
5051|1600|0.722
7112|1600|0.588
1310|1600|1
7551|1600|0.554
6365|1600|0.998
5022|1600|1
229|1600|1
7231|1600|0.986
2128|1600|0
1150|1600|0.102
3582|1600|0.826
181|1600|0.934
8223|1600|1
3890|1600|1
2313|1600|1
1709|1600|1
7844|1600|1
6864|1600|1
8824|1600|0.098
1799|1600|0.034
7003|1600|1
8144|1600|0.802
3376|1600|0.74
1779|1600|0.084
5046|1600|0.912
1552|1600|1
6475|1600|1
1187|1600|0
8278|1600|0.058
1228|1600|0.002
2958|1600|0.012
2174|1600|0.018
263|1600|0.81
297|1600|0.81
7624|1600|0.85
494|1600|0.996
6166|1600|1
5197|1600|0.99
309|1600|1
3078|1600|0
396|1600|1
929|1600|1
3894|1600|0
7331|1600|1
2923|1600|0.078
1358|1600|0.09
2521|1600|1
1284|1600|1
1185|1600|0.008
3439|1600|1
2694|1600|1
8859|1600|0.342
2372|1600|0.542
6509|1600|1
8978|1600|0.002
5807|1600|1
668|1600|0.952
3319|1600|0
6673|1600|1
3659|1600|0.554
66|1600|0.13
5895|1600|0.614
3646|1600|0.548
2589|1600|1
4964|1600|1
916|1600|1
7510|1600|0.878
7308|1600|1
6021|1600|1
3686|1600|1
779|1600|1
1519|1600|1
8414|1600|1
6189|1600|1
629|1600|0.99
333|1600|1
6447|1600|1
5391|1600|0.85
6104|1600|1
8284|1600|0
6806|1600|0.998
2054|1600|0
2572|1600|1
539|1600|1
5598|1600|1
7489|1600|0.602
2597|1600|1
5912|1600|1
4714|1600|0.058
7088|1600|1
3023|1600|0.016
7494|1600|1
720|1600|0.996
1822|1600|0.03
6922|1600|1
5250|1600|0.576
1225|1600|0.058
7396|1600|1
5714|1600|1
4538|1600|0.954
5447|1600|1
3631|1600|0.04
1819|1600|0.076
7872|1600|1
6646|1600|1
2186|1600|0.746
6597|1600|1
1814|1600|0.27
1775|1600|0.424
7930|1600|1
4776|1600|0.444
554|1600|1
6671|1600|1
4023|1600|0.646
6651|1600|1
2988|1600|0.65
5387|1600|0.664
7063|1600|1
2288|1600|1
4726|1600|1
5544|1600|1
8708|1600|0.914
6247|1600|1
6627|1600|1
6703|1600|1
6648|1600|1
884|1600|0.998
4192|1600|0.244
2210|1600|0.23
6175|1600|1
4291|1600|0.018
2510|1600|1
4041|1600|0.172
4715|1600|0.888
7557|1600|0.95
2251|1600|0.438
5481|1600|1
3096|1600|0.034
5654|1600|1
7264|1600|1
2670|1600|1
7727|1600|1
6663|1600|1
2535|1600|1
692|1600|0
2979|1600|0.404
3619|1600|0.74
4551|1600|1
4342|1600|0.022
6859|1600|1
7681|1600|0.918
1004|1600|0.69
2143|1600|0.194
5469|1600|0.944
6470|1600|1
545|1600|1
8445|1600|0.996
4809|1600|0.844
5607|1600|1
2593|1600|0.994
4124|1600|0.154
7243|1600|0.974
210|1600|0.788
6191|1600|1
7686|1600|0.058
3447|1600|0.194
1079|1600|0
2321|1600|1
3718|1600|0.998
7443|1600|1
703|1600|0.734
8288|1600|0.994
7912|1600|1
6844|1600|1
8926|1600|0.886
1568|1600|1
2500|1600|1
5137|1600|1
4177|1600|0.014
4275|1600|1
8129|1600|0.926
4798|1600|0.326
4944|1600|1
3662|1600|0
5011|1600|1
3241|1600|0.454
1206|1600|0.918
2213|1600|1
259|1600|1
3030|1600|0.058
8606|1600|0.102
5208|1600|1
6998|1600|1
8549|1600|0.55
8228|1600|1
7398|1600|1
6324|1600|1
6382|1600|0.63
3256|1600|0.006
1661|1600|0.29
6769|1600|0.986
6000|1600|1
8353|1600|0.868
1430|1600|0.938
384|1600|1
2532|1600|1
192|1600|0.368
5591|1600|1
8631|1600|0.862
2091|1600|0.256
6309|1600|1
3936|1600|1
268|1600|1
8764|1600|0
4153|1600|0.044
5795|1600|0.95
890|1600|0.998
3136|1600|0.196
4463|1600|1
2763|1600|0.56
7022|1600|1
1125|1600|0.982
1538|1600|1
4833|1600|0.958
877|1600|0.998
3948|1600|1
3529|1600|0
6593|1600|1
2237|1600|0.54
4320|1600|0
3722|1600|1
1536|1600|1
4302|1600|0.036
3374|1600|0.906
6244|1600|0.648
7815|1600|1
5089|1600|0.914
4642|1600|0.686
4845|1600|1
7343|1600|1
1348|1600|0.056
2388|1600|0.998
5754|1600|1
3823|1600|1
2941|1600|0.892
1749|1600|1
3021|1600|0.31
7290|1600|0.198
8892|1600|0.774
5698|1600|1
1623|1600|1
6186|1600|1
6520|1600|1
696|1600|0.946
878|1600|0.996
4909|1600|0.856
5453|1600|0.058
5288|1600|1
8300|1600|1
8473|1600|0.07
7276|1600|1
8041|1600|1
8004|1600|1
8913|1600|0
1279|1600|0
6955|1600|0.49
5687|1600|0.936
7857|1600|1
5796|1600|1
6984|1600|0.744
2001|1600|0
4224|1600|0.002
5093|1600|0.774
5749|1600|0.998
4417|1600|0.946
8425|1600|1
2276|1600|0.028
6624|1600|1
8338|1600|1
1599|1600|1
5842|1600|0.408
5301|1600|0.754
2157|1600|0.018
6207|1600|0.862
8068|1600|1
6155|1600|1
2061|1600|0.092
1714|1600|1
6315|1600|1
1184|1600|0.006
2258|1600|0
7362|1600|1
89|1600|0.088
121|1600|0.546
4891|1600|1
1360|1600|0.266
1588|1600|1
2477|1600|0.982
5954|1600|0.996
2714|1600|0.764
8241|1600|0.058
6569|1600|0.842
300|1600|1
6300|1600|0.842
3422|1600|1
5848|1600|0.64
204|1600|0.46
2726|1600|0.692
5026|1600|0
8531|1600|0.112
7114|1600|1
5405|1600|0.932
2302|1600|1
2828|1600|0
6632|1600|1
7204|1600|1
2929|1600|0.014
6106|1600|0.64
8556|1600|0.362
1033|1600|0.002
4641|1600|1
369|1600|0.938
8717|1600|0.014
7806|1600|1
5331|1600|1
3493|1600|0
2311|1600|1
3233|1600|0.002
4396|1600|0.094
2769|1600|0.512
7915|1600|1
1399|1600|0.514
1920|1600|0.022
3120|1600|0.018
7571|1600|1
1905|1600|0
6587|1600|0.914
3201|1600|0.042
1553|1600|1
6507|1600|0.88
265|1600|1
1687|1600|1
4565|1600|0.576
2342|1600|1
6188|1600|1
8117|1600|1
7128|1600|1
7196|1600|0.55
5883|1600|1
2238|1600|0.188
1960|1600|0.06
5549|1600|1
2039|1600|0
8189|1600|1
5696|1600|1
1752|1600|1
1759|1600|0.032
5908|1600|1
4849|1600|0.79
1762|1600|0.026
5593|1600|1
8270|1600|1
7733|1600|0.74
3979|1600|0
6838|1600|1
2182|1600|0.26
2675|1600|1
671|1600|0.946
7432|1600|0.644
3580|1600|0.39
753|1600|0.98
7478|1600|0.202
3102|1600|0.008
6460|1600|1
5530|1600|1
8106|1600|1
1092|1600|0.932
5580|1600|0.78
2199|1600|0.006
6129|1600|0.878
1319|1600|0.006
4611|1600|1
206|1600|0.868
6841|1600|1
6875|1600|0.994
7078|1600|1
6282|1600|1
1172|1600|0.968
5492|1600|0.95
3710|1600|1
905|1600|1
2360|1600|1
8206|1600|1
2967|1600|0.114
2380|1600|1
5386|1600|1
8485|1600|1
2943|1600|0.4
6377|1600|1
5388|1600|0.77
1930|1600|0.054
8313|1600|1
8767|1600|0
2293|1600|1
2332|1600|1
8006|1600|0.06
5163|1600|0.874
4348|1600|0.052
8625|1600|0.862
8056|1600|0.15
5036|1600|1
2281|1600|0.822
7903|1600|0.982
4999|1600|1
676|1600|0.95
3220|1600|0
7816|1600|1
1349|1600|0.292
7272|1600|1
3198|1600|0.008
5971|1600|1
470|1600|1
6024|1600|1
193|1600|1
5414|1600|0.978
4825|1600|0.576
6084|1600|1
7591|1600|1
6654|1600|0.852
4546|1600|1
3596|1600|0.088
292|1600|1
5837|1600|1
3742|1600|0.998
1514|1600|1
4068|1600|0
1321|1600|1
7997|1600|1
6985|1600|1
8028|1600|1
4028|1600|0.378
3418|1600|1
4637|1600|0.918
6173|1600|0.57
4295|1600|0.002
3217|1600|0.074
8558|1600|0.02
4065|1600|0.022
7484|1600|0.006
8055|1600|0.006
8460|1600|0
8273|1600|1
8970|1600|0.44
4513|1600|0.904
2579|1600|1
6691|1600|1
4569|1600|0.95
2720|1600|0.666
8076|1600|1
298|1600|1
4404|1600|0.55
8738|1600|0.032
7111|1600|0.974
7017|1600|1
4681|1600|0.454
2814|1600|0.042
1942|1600|0.014
6011|1600|1
4880|1600|1
8505|1600|0.084
567|1600|0
4934|1600|0.992
5001|1600|0.998
8985|1600|0
7792|1600|1
3213|1600|0
1050|1600|0.934
5540|1600|0.96
4816|1600|0.034
8095|1600|0.002
2430|1600|1
5820|1600|1
3905|1600|0.004
4480|1600|1
7129|1600|1
934|1600|1
6076|1600|1
6680|1600|1
8110|1600|1
8917|1600|0.008
3259|1600|0.87
5511|1600|1
8557|1600|0.086
4753|1600|0.95
876|1600|0.99
3517|1600|0.042
6239|1600|1
5045|1600|1
5383|1600|0.862
5110|1600|1
622|1600|1
2170|1600|0.81
3490|1600|0.026
328|1600|0.386
2815|1600|0.012
322|1600|1
707|1600|0.946
6903|1600|1
1401|1600|0.832
3933|1600|1
5794|1600|0.996
4755|1600|0.604
3717|1600|1
6721|1600|1
869|1600|0.002
5240|1600|0.684
1053|1600|0.882
4180|1600|0.066
7061|1600|0.588
3409|1600|1
3594|1600|0.432
1308|1600|1
107|1600|0.048
5515|1600|0.998
751|1600|0.98
8158|1600|0.178
5680|1600|0.882
43|1600|0.198
7545|1600|0.906
6402|1600|1
1882|1600|0.338
6429|1600|1
1756|1600|0.056
6359|1600|1
6920|1600|1
5988|1600|1
2447|1600|1
2892|1600|0.32
5525|1600|0.916
1365|1600|0.07
3971|1600|0.042
1695|1600|1
5255|1600|0.998
6113|1600|1
344|1600|1
8326|1600|1
2101|1600|0.424
1183|1600|0.004
8975|1600|0.02
4181|1600|0.004
1438|1600|0.576
3602|1600|0.072
2798|1600|0.616
8683|1600|0.878
8024|1600|1
7388|1600|1
2277|1600|0.38
3065|1600|0.646
1679|1600|1
4970|1600|1
4662|1600|0.61
3216|1600|0.55
7830|1600|1
6474|1600|1
7797|1600|1
4452|1600|1
3615|1600|0.572
1630|1600|1
3066|1600|0.002
1659|1600|0.022
3361|1600|0.218
7807|1600|1
7349|1600|1
6227|1600|1
8584|1600|0
5904|1600|1
4255|1600|0
6107|1600|0.832
6814|1600|0.92
2984|1600|0.662
4529|1600|0.81
3395|1600|1
3249|1600|0.002
383|1600|1
2047|1600|0.768
5865|1600|1
8875|1600|0
423|1600|1
4696|1600|1
5450|1600|0.774
570|1600|1
664|1600|0.956
4553|1600|1
5379|1600|0.756
2508|1600|0.994
8783|1600|0.668
6675|1600|1
1416|1600|0.488
4432|1600|1
6739|1600|0.936
4387|1600|1
5085|1600|1
1002|1600|0.994
3600|1600|0.022
1632|1600|1
7671|1600|1
4962|1600|1
5357|1600|0.686
2364|1600|1
3116|1600|0.09
4434|1600|1
8863|1600|0.958
6435|1600|0.39
4692|1600|0.742
1866|1600|0.014
3572|1600|0.12
807|1600|0.982
116|1600|0
2384|1600|0.722
3063|1600|0.408
4264|1600|0.01
1871|1600|0
411|1600|1
6205|1600|0.662
6794|1600|1
6897|1600|1
5423|1600|1
2458|1600|1
2555|1600|1
4090|1600|0.04
4168|1600|0.31
5000|1600|1
3061|1600|0
8367|1600|0.992
8552|1600|0.174
1523|1600|1
1865|1600|0
7234|1600|1
1686|1600|0.996
7247|1600|1
6298|1600|0.99
976|1600|0.736
4183|1600|0.474
7280|1600|1
6823|1600|1
7501|1600|0.916
1991|1600|0.094
8526|1600|0.592
2129|1600|0
1576|1600|1
8852|1600|0.302
6471|1600|1
5887|1600|1
4680|1600|0.208
5752|1600|0.832
6285|1600|1
2550|1600|1
955|1600|0.002
3541|1600|0
7977|1600|1
3627|1600|0.018
6439|1600|0.996
2969|1600|0.022
747|1600|0.718
4989|1600|1
4838|1600|1
2799|1600|0.288
2581|1600|1
7609|1600|1
3629|1600|0.124
7201|1600|1
5686|1600|1
8333|1600|1
1482|1600|1
5140|1600|0.662
7560|1600|1
8891|1600|0.968
452|1600|1
7064|1600|1
4813|1600|1
8981|1600|0.008
3279|1600|0.15
6743|1600|0.958
1629|1600|1
8543|1600|0.218
245|1600|1
1250|1600|1
5464|1600|0.492
8260|1600|0.884
8745|1600|0.018
3134|1600|0.052
7692|1600|1
4461|1600|1
2074|1600|0.072
1981|1600|0.046
857|1600|0.942
7491|1600|1
94|1600|0.546
2627|1600|1
1640|1600|1
4174|1600|0.048
1556|1600|0.998
8786|1600|0.378
2053|1600|0
5793|1600|1
6662|1600|1
2702|1600|1
176|1600|1
5253|1600|0.934
8257|1600|1
4671|1600|1
492|1600|1
6702|1600|1
3168|1600|0.122
2619|1600|1
1098|1600|0.942
3946|1600|1
3277|1600|0.08
4911|1600|1
5314|1600|1
1680|1600|0.998
3103|1600|0.08
7906|1600|1
8730|1600|0.04
7277|1600|1
6214|1600|1
1171|1600|1
7722|1600|1
380|1600|0.972
4284|1600|0
3763|1600|1
1804|1600|0.134
8648|1600|0.39
4014|1600|0.002
6727|1600|0.126
4280|1600|1
4094|1600|0.122
341|1600|1
108|1600|0.058
698|1600|0.62
5327|1600|0.788
4533|1600|0.948
7067|1600|1
6784|1600|0.572
5237|1600|0.99
3740|1600|0.956
5107|1600|1
2788|1600|0.616
1371|1600|0.03
1060|1600|0.958
5394|1600|0.594
1681|1600|1
1957|1600|0.172
8869|1600|0.046
4456|1600|0.518
7214|1600|1
255|1600|0.022
4497|1600|1
4748|1600|0.666
1624|1600|1
2501|1600|1
5370|1600|0.686
8169|1600|1
3298|1600|0.008
689|1600|0.968
6025|1600|1
3955|1600|0.018
8043|1600|1
1468|1600|1
1947|1600|0.128
3224|1600|0
2000|1600|0.018
4515|1600|1
5142|1600|0.878
8034|1600|1
1726|1600|1
7970|1600|1
6527|1600|1
1564|1600|0.998
4156|1600|0.016
4231|1600|0.004
4465|1600|1
6098|1600|0.676
2528|1600|0.688
4802|1600|1
8727|1600|0
1450|1600|1
3240|1600|0.18
5726|1600|1
8803|1600|0.906
1200|1600|0.854
7498|1600|1
4453|1600|1
3575|1600|0
287|1600|0.99
1748|1600|1
4796|1600|1
4694|1600|1
8851|1600|0
3367|1600|0
2605|1600|0.888
3410|1600|1
7762|1600|0.156
1155|1600|0.83
5824|1600|1
3999|1600|0.042
7904|1600|1
1397|1600|0.504
2244|1600|0.038
1412|1600|1
7550|1600|1
6759|1600|0.058
8885|1600|0.018
7049|1600|0.998
8636|1600|0.334
6956|1600|0.992
8166|1600|0.806
4475|1600|1
3273|1600|0.222
6540|1600|1
246|1600|1
989|1600|0.968
7296|1600|1
6705|1600|1
5094|1600|1
6575|1600|1
4139|1600|0.09
7919|1600|1
3788|1600|1
6945|1600|1
6014|1600|0.986
4791|1600|0.97
1996|1600|0.008
7379|1600|1
3245|1600|0.046
8434|1600|1
8346|1600|1
723|1600|0.988
690|1600|0.988
2539|1600|1
6373|1600|1
6478|1600|0.85
5193|1600|0.804
6488|1600|1
2523|1600|1
791|1600|0.922
2655|1600|1
870|1600|0
3378|1600|0.992
3417|1600|1
4412|1600|0.778
5981|1600|1
2308|1600|1
1292|1600|1
2127|1600|0.084
3847|1600|1
6802|1600|1
4979|1600|0.552
5677|1600|0.964
4036|1600|0.124
787|1600|0.998
1877|1600|0
1249|1600|0.08
8277|1600|1
2867|1600|0.806
1112|1600|0.968
3957|1600|0.342
738|1600|0.872
4963|1600|1
2677|1600|1
2660|1600|1
8888|1600|0.032
3856|1600|0.002
8402|1600|0.068
2089|1600|0.032
1557|1600|1
2148|1600|0.694
4998|1600|0.016
3420|1600|1
726|1600|1
1064|1600|0.826
795|1600|0.854
3375|1600|0.16
5080|1600|0.84
6803|1600|1
4052|1600|0.55
4517|1600|0.01
6839|1600|1
4549|1600|0.572
6015|1600|0.738
8963|1600|0
6795|1600|1
8432|1600|0
2124|1600|0.004
2466|1600|1
4127|1600|0.434
368|1600|0.934
7310|1600|0.978
794|1600|0.658
5953|1600|1
8320|1600|1
7323|1600|0.898
6463|1600|1
1099|1600|0.02
590|1600|0.016
6020|1600|1
4182|1600|0
2686|1600|1
8443|1600|0.592
5373|1600|0.926
3758|1600|0.008
1864|1600|0
6618|1600|1
8305|1600|1
2824|1600|0
6622|1600|0.914
6345|1600|1
5135|1600|0.772
6218|1600|1
5112|1600|0.842
4074|1600|0
3849|1600|1
4828|1600|1
3407|1600|1
63|1600|0.008
8809|1600|0.39
631|1600|0.998
1622|1600|1
6081|1600|1
3326|1600|0.002
8569|1600|0.16
8009|1600|0.6
1003|1600|0.854
5873|1600|1
1560|1600|1
3854|1600|1
3732|1600|0.026
6144|1600|1
3425|1600|0.322
2682|1600|1
1634|1600|1
5273|1600|0.998
6064|1600|1
4499|1600|1
409|1600|1
8478|1600|0
6017|1600|0.912
5985|1600|1
8583|1600|0.012
7892|1600|0.924
412|1600|1
1190|1600|0
2118|1600|0.938
4730|1600|1
8010|1600|1
6732|1600|0.868
4212|1600|0.662
5224|1600|1
168|1600|0.058
3723|1600|0.998
2393|1600|0.102
6171|1600|1
5589|1600|1
31|1600|0.202
2145|1600|0.794
6118|1600|0.946
1429|1600|0.908
6320|1600|1
6136|1600|0.564
3685|1600|0.99
1276|1600|1
7590|1600|1
7925|1600|1
6301|1600|1
806|1600|0.836
3232|1600|0.012
1104|1600|0.986
1005|1600|0.986
8324|1600|0.452
2808|1600|0
6962|1600|1
1763|1600|0.342
5154|1600|1
772|1600|0.988
4689|1600|0.854
4738|1600|0.572
3180|1600|0.02
8404|1600|0.008
8507|1600|0.206
6589|1600|0.998
4871|1600|1
1343|1600|0.032
5584|1600|0.954
5750|1600|1
609|1600|1
906|1600|1
484|1600|1
7459|1600|1
5973|1600|1
1746|1600|1
7726|1600|1
7414|1600|1
8632|1600|0.862
1936|1600|0.004
6938|1600|0.936
2938|1600|0
496|1600|1
7746|1600|1
7666|1600|1
1853|1600|0.018
8014|1600|1
3164|1600|0.008
5359|1600|0.84
3820|1600|1
8882|1600|0.39
5693|1600|0.906
480|1600|1
8399|1600|1
3296|1600|0.638
7113|1600|0.998
8295|1600|1
8532|1600|0.128
296|1600|1
2084|1600|0.77
2908|1600|0.036
4525|1600|1
7500|1600|1
7261|1600|1
332|1600|1
463|1600|0.982
8225|1600|1
2314|1600|0.986
4684|1600|1
7563|1600|1
6243|1600|1
264|1600|1
5052|1600|0.798
406|1600|1
3048|1600|0.006
5487|1600|1
8782|1600|0.002
5932|1600|0.128
5235|1600|1
4071|1600|0.024
8057|1600|0.194
5337|1600|0.978
2932|1600|0
1761|1600|0.084
6412|1600|1
4315|1600|0.008
8945|1600|0.03
3239|1600|0.148
4543|1600|1
7502|1600|1
3681|1600|1
7979|1600|1
8373|1600|0.018
1265|1600|0.588
2971|1600|0.356
1333|1600|0.026
7389|1600|1
4006|1600|0.042
6961|1600|0.724
7001|1600|0.584
1488|1600|1
5127|1600|1
199|1600|0.002
8829|1600|0.242
457|1600|1
240|1600|1
3192|1600|0
1356|1600|0
6047|1600|1
3519|1600|0.028
8555|1600|0.1
8861|1600|0.864
5285|1600|1
4856|1600|1
6926|1600|1
7796|1600|1
5297|1600|1
1923|1600|0
8626|1600|0.862
1350|1600|0.37
3027|1600|0.362
5358|1600|0.564
5987|1600|1
4150|1600|0.002
8768|1600|0.012
8159|1600|1
8847|1600|0.758
2699|1600|0.81
6716|1600|1
4418|1600|0.93
2223|1600|0.002
6432|1600|1
6182|1600|1
2859|1600|0.916
5201|1600|1
102|1600|0.034
8574|1600|0.554
1374|1600|0.914
7254|1600|1
4716|1600|0.13
3752|1600|1
2621|1600|1
3020|1600|0.836
6783|1600|1
5195|1600|1
5645|1600|1
407|1600|1
2875|1600|0
3852|1600|1
2187|1600|0.048
7963|1600|0.858
5991|1600|1
3906|1600|0.042
7615|1600|1
6297|1600|1
4876|1600|0.576
5839|1600|0
3660|1600|0.02
7715|1600|0.838
5538|1600|0.93
5671|1600|1
3832|1600|0
6544|1600|1
6495|1600|1
8838|1600|0.84
324|1600|1
7758|1600|1
3472|1600|0
732|1600|1
1620|1600|1
6994|1600|1
6731|1600|1
4248|1600|0.008
7445|1600|1
7002|1600|1
4142|1600|0.384
3884|1600|0.056
1327|1600|0.13
5020|1600|1
8084|1600|1
1369|1600|0
2985|1600|0.06
2367|1600|1
5668|1600|1
6058|1600|1
3454|1600|0.084
6547|1600|1
5651|1600|1
4207|1600|0.206
4594|1600|1
388|1600|0.78
5761|1600|1
4246|1600|0.008
540|1600|1
1776|1600|0.118
2513|1600|1
7488|1600|1
8522|1600|0.206
4229|1600|0
5264|1600|0.306
8464|1600|1
3363|1600|0.012
1527|1600|1
3196|1600|0.028
8805|1600|0.038
2709|1600|0.882
5303|1600|1
7506|1600|1
4784|1600|0.244
8376|1600|0.82
1784|1600|0.032
6334|1600|1
224|1600|0.988
2853|1600|0.402
2848|1600|0.686
6672|1600|1
1653|1600|1
1976|1600|0
3398|1600|1
5116|1600|1
1992|1600|0.016
1355|1600|0.018
7573|1600|0.492
291|1600|0.998
6425|1600|1
5042|1600|0.058
7303|1600|0.92
8227|1600|1
3336|1600|0
3964|1600|0.252
2987|1600|0
517|1600|1
5109|1600|1
4739|1600|0.958
3901|1600|1
7011|1600|1
1707|1600|1
1071|1600|0.992
6184|1600|1
378|1600|1
5265|1600|0.582
8815|1600|0.55
6946|1600|0.056
1585|1600|1
2895|1600|0.058
1134|1600|0.804
4110|1600|0.692
7223|1600|1
6132|1600|1
5145|1600|1
1541|1600|0.75
36|1600|0.054
3278|1600|0.012
6600|1600|1
2955|1600|0.188
7146|1600|1
151|1600|0.484
6893|1600|1
5239|1600|0.588
1269|1600|0.008
7580|1600|1
6791|1600|1
7265|1600|1
1530|1600|0.72
8380|1600|1
4040|1600|0.08
5377|1600|0.764
5206|1600|1
6887|1600|1
3770|1600|1
2711|1600|0.58
5955|1600|1
7007|1600|0.068
3200|1600|0.006
5867|1600|0.39
1837|1600|1
8898|1600|0.842
4830|1600|0.958
4920|1600|1
5063|1600|0.696
299|1600|1
6767|1600|0.602
2666|1600|1
2737|1600|0.656
8354|1600|1
4030|1600|0.022
3149|1600|0.002
3749|1600|1
1529|1600|1
3312|1600|0.002
8350|1600|1
4298|1600|0
8884|1600|0
4766|1600|0.576
8537|1600|0.554
8192|1600|1
400|1600|0.23
4311|1600|0.006
4478|1600|0.986
6250|1600|1
3346|1600|0.024
3008|1600|0.086
200|1600|0.794
3688|1600|0.998
30|1600|0.146
1109|1600|1
4008|1600|0.07
4940|1600|0.992
3712|1600|1
4572|1600|0.984
5855|1600|1
7020|1600|1
5465|1600|1
420|1600|0.998
5559|1600|0.996
7518|1600|0.008
6467|1600|0.996
924|1600|1
5811|1600|0.99
8758|1600|0.06
8503|1600|1
7260|1600|1
8401|1600|1
3050|1600|0.01
6384|1600|1
5136|1600|0.576
5343|1600|0.956
1100|1600|0.996
5514|1600|0.61
7147|1600|1
445|1600|0.936
2548|1600|1
8607|1600|0
2176|1600|0.008
7499|1600|1
6870|1600|1
6750|1600|1
5436|1600|1
8292|1600|1
3745|1600|1
8827|1600|0.806
2395|1600|1
408|1600|1
136|1600|0.81
336|1600|0.988
6905|1600|1
5632|1600|0.996
6932|1600|0.918
3780|1600|1
5335|1600|1
6036|1600|1
8510|1600|0.082
5185|1600|1
5498|1600|0.63
7513|1600|1
1575|1600|0.992
7410|1600|1
3923|1600|1
7536|1600|0.342
2245|1600|0.098
8298|1600|1
4780|1600|0.948
3430|1600|1
7267|1600|1
460|1600|0.692
1271|1600|0.162
4102|1600|0.054
552|1600|1
4570|1600|1
3445|1600|1
7406|1600|1
4386|1600|1
7092|1600|0.444
574|1600|1
2318|1600|1
3203|1600|0
1341|1600|0.404
465|1600|0.804
4913|1600|0.94
536|1600|1
5938|1600|1
6983|1600|1
1664|1600|0.01
2326|1600|1
6772|1600|1
4620|1600|0.946
2544|1600|1
7040|1600|1
7350|1600|1
4136|1600|0.656
3992|1600|0.036
5874|1600|1
3248|1600|0
280|1600|1
417|1600|0.804
2283|1600|1
5545|1600|1
1137|1600|0
6601|1600|1
8600|1600|0.128
3143|1600|0.014
5121|1600|0.998
158|1600|0.006
2392|1600|1
6941|1600|1
537|1600|1
7253|1600|1
8453|1600|0.004
5888|1600|0.978
2507|1600|1
4486|1600|1
8126|1600|1
5355|1600|1
7843|1600|1
6659|1600|0.56
4826|1600|1
2448|1600|0.076
4262|1600|0.6
8214|1600|0.72
1509|1600|1
429|1600|0.948
4171|1600|0.136
