pattern|total_frequency |label|label_frequency|
u+u,u,u,u+|8|From-Normal-TCP-HTTP-Google-22|1|
u+u,u,u,u+|8|From-Normal-TCP-HTTP-Google-23|1|
u+u,u,u,u+|8|From-Normal-TCP-HTTP-Google-159|1|
u+u,u,u,u+|8|From-Normal-TCP-HTTP-Google-86|2|
u+u,u,u,u+|8|From-Normal-TCP-HTTP-Google-161|1|
u+u,u,U+u,|8|From-Normal-TCP-HTTP-Google-157|2|
u+u,u,U+u,|8|From-Normal-TCP-HTTP-Google-22|1|
u+u,u,U+u,|8|From-Normal-TCP-HTTP-Google-20|1|
u+u,u,U+u,|8|From-Normal-TCP-HTTP-Google-158|1|
u+u,u,U+u,|8|From-Normal-TCP-HTTP-Google-162|1|
u+u,u,U+u,|8|From-Normal-TCP-HTTP-Google-160|1|
u+u,u,U+u,|8|From-Normal-TCP-HTTP-Google-161|1|
u+u+U,u,u,|8|From-Normal-TCP-HTTP-Google-157|1|
u+u+U,u,u,|8|From-Normal-TCP-HTTP-Google-22|2|
u+u+U,u,u,|8|From-Normal-TCP-HTTP-Google-19|1|
u+u+U,u,u,|8|From-Normal-TCP-HTTP-Google-159|1|
u+u+U,u,u,|8|From-Normal-TCP-HTTP-Google-162|1|
u+u+U,u,u,|8|From-Normal-TCP-HTTP-Google-20|2|
u+U,u,u,U+|8|From-Normal-TCP-HTTP-Google-22|2|
u+U,u,u,U+|8|From-Normal-TCP-HTTP-Google-19|1|
u+U,u,u,U+|8|From-Normal-TCP-HTTP-Google-159|1|
u+U,u,u,U+|8|From-Normal-TCP-HTTP-Google-86|1|
u+U,u,u,U+|8|From-Normal-TCP-HTTP-Google-162|1|
u+U,u,u,U+|8|From-Normal-TCP-HTTP-Google-20|1|
u+U,u,u,U+|8|From-Normal-TCP-HTTP-Google-160|1|
s.w.s.s.S.|8|From-Botnet-TCP-HTTP-Attempt-461|3|
s.w.s.s.S.|8|From-Botnet-TCP-HTTP-Attempt-460|1|
s.w.s.s.S.|8|From-Botnet-TCP-Unknown-Attempt-435|2|
s.w.s.s.S.|8|From-Botnet-TCP-Unknown-Attempt-432|2|
s.s.s.s.b.|8|From-Botnet-UDP-DNS--405|1|
s.s.s.s.b.|8|From-Botnet-TCP-Unknown-Attempt-436|2|
s.s.s.s.b.|8|From-Botnet-TCP-Unknown-Attempt-435|3|
s.s.s.s.b.|8|From-Botnet-TCP-HTTP-Attempt-460|2|
s.s.s.b.s.|8|From-Botnet-UDP-DNS--405|3|
s.s.s.b.s.|8|From-Botnet-TCP-Unknown-Attempt-436|1|
s.s.s.b.s.|8|From-Botnet-TCP-Unknown-Attempt-435|2|
s.s.s.b.s.|8|From-Botnet-TCP-HTTP-Attempt-460|2|
s.s.s.S.B.|8|From-Botnet-UDP-DNS--405|4|
s.s.s.S.B.|8|From-Botnet-TCP-Unknown-Attempt-436|1|
s.s.s.S.B.|8|From-Botnet-TCP-HTTP-Attempt-461|1|
s.s.s.S.B.|8|From-Botnet-TCP-Unknown-Attempt-432|1|
s.s.s.S.B.|8|From-Botnet-TCP-HTTP-Attempt-460|1|
s.s.b.s.s.|8|From-Botnet-UDP-DNS--405|4|
s.s.b.s.s.|8|From-Botnet-TCP-Unknown-Attempt-436|1|
s.s.b.s.s.|8|From-Botnet-TCP-HTTP-Attempt-461|1|
s.s.b.s.s.|8|From-Botnet-TCP-Unknown-Attempt-432|1|
s.s.b.s.s.|8|From-Botnet-TCP-HTTP-Attempt-460|1|
s.s.S.S.w.|8|From-Botnet-TCP-HTTP-Attempt-461|1|
s.s.S.S.w.|8|From-Botnet-TCP-Unknown-Attempt-436|3|
s.s.S.S.w.|8|From-Botnet-TCP-Unknown-Attempt-435|2|
s.s.S.S.w.|8|From-Botnet-TCP-Unknown-Attempt-432|1|
s.s.S.S.w.|8|From-Botnet-TCP-HTTP-Attempt-460|1|
s.S.w.S.S.|8|From-Botnet-TCP-Unknown-Attempt-436|1|
s.S.w.S.S.|8|From-Botnet-TCP-Unknown-Attempt-435|2|
s.S.w.S.S.|8|From-Botnet-TCP-HTTP-Attempt-459|1|
s.S.w.S.S.|8|From-Botnet-TCP-Unknown-Attempt-432|3|
s.S.w.S.S.|8|From-Botnet-TCP-HTTP-Attempt-460|1|
s.S.s.s.B.|8|From-Botnet-UDP-DNS--405|4|
s.S.s.s.B.|8|From-Botnet-TCP-Unknown-Attempt-436|1|
s.S.s.s.B.|8|From-Botnet-TCP-Unknown-Attempt-435|2|
s.S.s.s.B.|8|From-Botnet-TCP-Unknown-Attempt-432|1|
s.S.S.B.S.|8|From-Botnet-UDP-DNS--405|2|
s.S.S.B.S.|8|From-Botnet-TCP-Unknown-Attempt-436|2|
s.S.S.B.S.|8|From-Botnet-TCP-Unknown-Attempt-435|1|
s.S.S.B.S.|8|From-Botnet-TCP-HTTP-Attempt-461|2|
s.S.S.B.S.|8|From-Botnet-TCP-Unknown-Attempt-432|1|
s.B.s.S.s.|8|From-Botnet-TCP-HTTP-Attempt-461|2|
s.B.s.S.s.|8|From-Botnet-TCP-Unknown-Attempt-436|3|
s.B.s.S.s.|8|From-Botnet-TCP-Unknown-Attempt-435|1|
s.B.s.S.s.|8|From-Botnet-TCP-Unknown-Attempt-432|2|
s.B.S.S.s.|8|From-Botnet-UDP-DNS--405|1|
s.B.S.S.s.|8|From-Botnet-TCP-Unknown-Attempt-436|2|
s.B.S.S.s.|8|From-Botnet-TCP-HTTP-Attempt-459|2|
s.B.S.S.s.|8|From-Botnet-TCP-Unknown-Attempt-432|1|
s.B.S.S.s.|8|From-Botnet-TCP-HTTP-Attempt-460|2|
s.B.S.S.S.|8|From-Botnet-UDP-DNS--405|1|
s.B.S.S.S.|8|From-Botnet-TCP-Unknown-Attempt-436|1|
s.B.S.S.S.|8|From-Botnet-TCP-Unknown-Attempt-435|1|
s.B.S.S.S.|8|From-Botnet-TCP-Unknown-Attempt-432|3|
s.B.S.S.S.|8|From-Botnet-TCP-HTTP-Attempt-461|1|
s.B.S.S.S.|8|From-Botnet-TCP-HTTP-Attempt-460|1|
s,s,s,B,b,|8|From-Botnet-TCP-Unknown--19|3|
s,s,s,B,b,|8|From-Botnet-TCP-Unknown-Attempt-433|1|
s,s,s,B,b,|8|From-Botnet-TCP-SMTP-SPAM-628|1|
s,s,s,B,b,|8|From-Botnet-TCP-SMTP-SPAM-1465|1|
s,s,s,B,b,|8|From-Botnet-TCP-SMTP-SPAM.Attempt-704|1|
s,s,s,B,b,|8|From-Botnet-TCP-SMTP-SPAM-1060|1|
s,s,s,B,S.|8|From-Botnet-TCP-Unknown-Attempt-435|1|
s,s,s,B,S.|8|From-Botnet-TCP-SMTP-SPAM-628|3|
s,s,s,B,S.|8|From-Botnet-TCP-SMTP-SPAM.Attempt-377|1|
s,s,s,B,S.|8|From-Botnet-TCP-SMTP-SPAM-1465|1|
s,s,s,B,S.|8|From-Botnet-TCP-SMTP-SPAM.Attempt-908|1|
s,s,s,B,S.|8|From-Botnet-TCP-HTTP-Attempt-460|1|
s,s,s+s,s+|8|From-Botnet-TCP-SMTP-SPAM.Attempt-710|1|
s,s,s+s,s+|8|From-Botnet-TCP-SMTP-SPAM-934|1|
s,s,s+s,s+|8|From-Botnet-TCP-SMTP-SPAM-932|1|
s,s,s+s,s+|8|From-Botnet-TCP-SMTP-SPAM-1071|1|
s,s,s+s,s+|8|From-Botnet-TCP-SMTP-SPAM.Attempt-1017|1|
s,s,s+s,s+|8|From-Botnet-TCP-SMTP-SPAM.Attempt-379|1|
s,s,s+s,s+|8|From-Botnet-TCP-SMTP-SPAM-502|1|
s,s,s+s,s+|8|From-Botnet-TCP-SMTP-SPAM.Attempt-703|1|
s,S.S,B,S.|8|From-Botnet-TCP-SMTP-SPAM-628|5|
s,S.S,B,S.|8|From-Botnet-TCP-SMTP-SPAM-1061|1|
s,S.S,B,S.|8|From-Botnet-TCP-SMTP-SPAM-1174|1|
s,S.S,B,S.|8|From-Botnet-TCP-SMTP-SPAM.Attempt-493|1|
s,S.S,B,B,|8|From-Botnet-TCP-SMTP-SPAM-628|1|
s,S.S,B,B,|8|From-Botnet-TCP-SMTP-SPAM.Attempt-382|1|
s,S.S,B,B,|8|From-Botnet-TCP-SMTP-SPAM.Attempt-377|1|
s,S.S,B,B,|8|From-Botnet-TCP-SMTP-SPAM.Attempt-908|1|
s,S.S,B,B,|8|From-Botnet-TCP-SMTP-SPAM.Attempt-479|2|
s,S.S,B,B,|8|From-Botnet-TCP-SMTP-SPAM.Attempt-493|1|
s,S.S,B,B,|8|From-Botnet-TCP-SMTP-SPAM.Attempt-828|1|
s+s+s+s,s+|8|From-Botnet-TCP-SMTP-SPAM.Attempt-818|1|
s+s+s+s,s+|8|From-Botnet-TCP-SMTP-SPAM.Attempt-776|1|
s+s+s+s,s+|8|From-Botnet-TCP-HTTPS-Attempt-2|1|
s+s+s+s,s+|8|From-Botnet-TCP-SMTP-SPAM.Attempt-375|1|
s+s+s+s,s+|8|From-Botnet-TCP-SMTP-SPAM.Attempt-706|1|
s+s+s+s,s+|8|From-Botnet-TCP-SMTP-SPAM.Attempt-1020|1|
s+s+s+s,s+|8|From-Botnet-TCP-SMTP-SPAM-506|2|
s+s*s+s+s+|8|From-Botnet-TCP-SMTP-SPAM.Attempt-768|1|
s+s*s+s+s+|8|From-Botnet-TCP-SMTP-SPAM.Attempt-818|1|
s+s*s+s+s+|8|From-Botnet-TCP-SMTP-SPAM.Attempt-777|1|
s+s*s+s+s+|8|From-Botnet-TCP-SMTP-SPAM.Attempt-776|1|
s+s*s+s+s+|8|From-Botnet-TCP-SMTP-SPAM.Attempt-775|1|
s+s*s+s+s+|8|From-Botnet-TCP-SMTP-SPAM-1005|1|
s+s*s+s+s+|8|From-Botnet-TCP-SMTP-SPAM.Attempt-706|1|
s+s*s+s+s+|8|From-Botnet-TCP-SMTP-SPAM-1152|1|
r.u.r.r.A.|8|From-Botnet-UDP-DNS--530|1|
r.u.r.r.A.|8|From-Botnet-UDP-DNS--532|2|
r.u.r.r.A.|8|From-Normal-UDP-DNS--85|1|
r.u.r.r.A.|8|From-Botnet-UDP-DNS--338|1|
r.u.r.r.A.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
r.u.r.r.A.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-2|2|
r.u.U.U.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-6|2|
r.u.U.U.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-1|2|
r.u.U.U.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-3|3|
r.u.U.U.R.|8|From-Normal-UDP-DNS--87|1|
r.u.R.R.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
r.u.R.R.R.|8|From-Botnet-UDP-DNS--402|1|
r.u.R.R.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-1|3|
r.u.R.R.R.|8|From-Botnet-UDP-DNS--530|1|
r.u.R.R.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-2|2|
r.r.u.R.r.|8|From-Botnet-UDP-DNS--530|1|
r.r.u.R.r.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
r.r.u.R.r.|8|From-Botnet-UDP-DNS--400|2|
r.r.u.R.r.|8|From-Botnet-UDP-DNS--532|2|
r.r.u.R.r.|8|From-Botnet-UDP-DNS--402|2|
r.r.r.r.R,|8|From-Botnet-UDP-DNS--402|3|
r.r.r.r.R,|8|From-Botnet-UDP-DNS--281|1|
r.r.r.r.R,|8|From-Botnet-UDP-DNS--338|1|
r.r.r.r.R,|8|From-Botnet-UDP-DNS--1010|1|
r.r.r.r.R,|8|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|2|
r.r.r.R.u.|8|From-Botnet-UDP-DNS--530|2|
r.r.r.R.u.|8|From-Botnet-UDP-DNS--532|1|
r.r.r.R.u.|8|From-Botnet-UDP-DNS--402|2|
r.r.r.R.u.|8|From-Botnet-UDP-DNS--338|1|
r.r.r.R.u.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
r.r.r.R.u.|8|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|1|
r.r.R,R.R.|8|From-Botnet-UDP-DNS--530|2|
r.r.R,R.R.|8|From-Botnet-UDP-DNS--402|3|
r.r.R,R.R.|8|From-Botnet-UDP-DNS--400|1|
r.r.R,R.R.|8|From-Botnet-UDP-DNS--2143|1|
r.r.R,R.R.|8|From-Botnet-UDP-DNS--338|1|
r.r.A.r.a.|8|From-Botnet-UDP-DNS--530|1|
r.r.A.r.a.|8|From-Botnet-UDP-DNS--402|1|
r.r.A.r.a.|8|From-Botnet-UDP-DNS--532|1|
r.r.A.r.a.|8|From-Botnet-UDP-DNS--338|1|
r.r.A.r.a.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
r.r.A.r.a.|8|From-Botnet-UDP-DNS--1011|1|
r.r.A.r.a.|8|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|2|
r.r.A.R.r.|8|From-Botnet-UDP-DNS--532|3|
r.r.A.R.r.|8|From-Botnet-UDP-DNS--402|2|
r.r.A.R.r.|8|From-Botnet-UDP-DNS--400|1|
r.r.A.R.r.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
r.r.A.R.r.|8|From-Botnet-UDP-DNS--338|1|
r.r.A.A.R.|8|From-Botnet-UDP-DNS--400|1|
r.r.A.A.R.|8|From-Botnet-UDP-DNS--402|2|
r.r.A.A.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-3|3|
r.r.A.A.R.|8|From-Normal-UDP-DNS--87|1|
r.r.A.A.R.|8|From-Botnet-UDP-DNS--338|1|
r.r,r,r,r,|8|From-Botnet-UDP-DNS--817|1|
r.r,r,r,r,|8|From-Botnet-UDP-DNS--1751|1|
r.r,r,r,r,|8|From-Botnet-UDP-DNS--96|1|
r.r,r,r,r,|8|From-Botnet-UDP-DNS--1458|1|
r.r,r,r,r,|8|From-Botnet-UDP-DNS--1067|1|
r.r,r,r,r,|8|From-Botnet-UDP-DNS--126|1|
r.r,r,r,r,|8|From-Botnet-UDP-DNS--97|1|
r.r,r,r,r,|8|From-Botnet-UDP-DNS--1054|1|
r.a.R.R.r.|8|From-Botnet-UDP-DNS--530|1|
r.a.R.R.r.|8|From-Botnet-UDP-DNS--338|1|
r.a.R.R.r.|8|From-Botnet-UDP-DNS--1507|1|
r.a.R.R.r.|8|From-Botnet-UDP-DNS--612|1|
r.a.R.R.r.|8|From-Botnet-UDP-DNS--1509|1|
r.a.R.R.r.|8|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|3|
r.U.U.R.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-2|2|
r.U.U.R.R.|8|From-Normal-UDP-DNS--86|1|
r.U.U.R.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
r.U.U.R.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-3|3|
r.U.U.R.R.|8|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|1|
r.R.r.r.A.|8|From-Botnet-UDP-DNS--530|2|
r.R.r.r.A.|8|From-Botnet-UDP-DNS--402|1|
r.R.r.r.A.|8|From-Botnet-UDP-DNS--532|1|
r.R.r.r.A.|8|From-Botnet-UDP-DNS--338|1|
r.R.r.r.A.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
r.R.r.r.A.|8|From-Botnet-UDP-DNS--1011|1|
r.R.r.r.A.|8|From-Botnet-UDP-DNS--400|1|
r.R.r.U.r.|8|From-Botnet-UDP-DNS--400|1|
r.R.r.U.r.|8|From-Botnet-UDP-DNS--532|2|
r.R.r.U.r.|8|From-Botnet-UDP-DNS--402|1|
r.R.r.U.r.|8|From-Normal-UDP-DNS--87|1|
r.R.r.U.r.|8|From-Botnet-UDP-DNS--338|1|
r.R.r.U.r.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-3|2|
r.R.U.r.r.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
r.R.U.r.r.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-2|2|
r.R.U.r.r.|8|From-Botnet-UDP-DNS--530|2|
r.R.U.r.r.|8|From-Botnet-UDP-DNS--532|2|
r.R.U.r.r.|8|From-Botnet-UDP-DNS--338|1|
r.R.U.R.U.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
r.R.U.R.U.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
r.R.U.R.U.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-1|2|
r.R.U.R.U.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-3|3|
r.R.U.R.U.|8|From-Normal-UDP-DNS--86|1|
r.R.R.u.R.|8|From-Botnet-UDP-DNS--402|1|
r.R.R.u.R.|8|From-Normal-UDP-DNS--85|1|
r.R.R.u.R.|8|From-Normal-UDP-DNS--86|1|
r.R.R.u.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
r.R.R.u.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-3|3|
r.R.R.u.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
r.R.R.U.R.|8|From-Botnet-UDP-DNS--530|1|
r.R.R.U.R.|8|From-Normal-UDP-DNS--85|1|
r.R.R.U.R.|8|From-Normal-UDP-DNS--87|1|
r.R.R.U.R.|8|From-Botnet-UDP-DNS--158|1|
r.R.R.U.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
r.R.R.U.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
r.R.R.U.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-2|2|
r.R.R.R.U.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-2|3|
r.R.R.R.U.|8|From-Botnet-UDP-DNS--532|1|
r.R.R.R.U.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-3|2|
r.R.R.R.U.|8|From-Normal-UDP-DNS--86|2|
r.A.A.r.r.|8|From-Botnet-UDP-DNS--532|1|
r.A.A.r.r.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
r.A.A.r.r.|8|From-Botnet-UDP-DNS--400|3|
r.A.A.r.r.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
r.A.A.r.r.|8|From-Botnet-UDP-DNS--402|2|
r.A.A.R.R.|8|From-Botnet-UDP-DNS--532|1|
r.A.A.R.R.|8|From-Botnet-UDP-DNS--530|1|
r.A.A.R.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-3|4|
r.A.A.R.R.|8|From-Normal-UDP-DNS--87|1|
r.A.A.R.R.|8|From-Botnet-UDP-DNS--402|1|
r,A,A,r,r,|8|From-Botnet-UDP-DNS--396|1|
r,A,A,r,r,|8|From-Botnet-UDP-DNS--1458|1|
r,A,A,r,r,|8|From-Botnet-UDP-DNS--2143|1|
r,A,A,r,r,|8|From-Botnet-UDP-DNS--1626|1|
r,A,A,r,r,|8|From-Botnet-UDP-DNS--1165|1|
r,A,A,r,r,|8|From-Botnet-UDP-DNS--1055|1|
r,A,A,r,r,|8|From-Botnet-UDP-DNS--1475|1|
r,A,A,r,r,|8|From-Botnet-UDP-DNS--2019|1|
e.e.E.E.e.|8|From-Botnet-TCP-Unknown-Attempt-433|1|
e.e.E.E.e.|8|From-Botnet-TCP-HTTPS-Attempt-3|6|
e.e.E.E.e.|8|From-Botnet-UDP-DNS--810|1|
d.d.u.u.u.|8|From-Botnet-UDP-DNS--1821|1|
d.d.u.u.u.|8|From-Botnet-UDP-DNS--1975|1|
d.d.u.u.u.|8|From-Botnet-UDP-DNS--1143|1|
d.d.u.u.u.|8|From-Botnet-UDP-DNS--1826|1|
d.d.u.u.u.|8|From-Botnet-UDP-DNS--2024|1|
d.d.u.u.u.|8|From-Botnet-UDP-DNS--493|1|
d.d.u.u.u.|8|From-Botnet-UDP-DNS--2118|1|
d.d.u.u.u.|8|From-Botnet-UDP-DNS--2029|1|
d,u,u,u+u,|8|From-Normal-TCP-HTTP--317|1|
d,u,u,u+u,|8|From-Normal-TCP-HTTP-Google-151|1|
d,u,u,u+u,|8|From-Normal-TCP-HTTP-Google-22|1|
d,u,u,u+u,|8|From-Normal-TCP-HTTP-Google-23|2|
d,u,u,u+u,|8|From-Normal-TCP-HTTP-Google-20|1|
d,u,u,u+u,|8|From-Normal-TCP-HTTP-Google-21|1|
d,u,u,u+u,|8|From-Normal-TCP-HTTP-Google-158|1|
b.d.U,U.U,|8|From-Normal-UDP-DNS-Oficial.DNS.Server-6|6|
b.d.U,U.U,|8|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
b.d.U,U.U,|8|From-Normal-UDP-DNS--87|1|
b.d.U,U.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-6|2|
b.d.U,U.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-3|5|
b.d.U,U.R.|8|From-Normal-UDP-DNS--87|1|
b,s,s,B,B,|8|From-Botnet-TCP-Unknown--19|1|
b,s,s,B,B,|8|From-Botnet-TCP-SMTP-SPAM.Attempt-382|1|
b,s,s,B,B,|8|From-Botnet-TCP-SMTP-SPAM.Attempt-1017|2|
b,s,s,B,B,|8|From-Botnet-TCP-SMTP-SPAM.Attempt-907|1|
b,s,s,B,B,|8|From-Botnet-TCP-SMTP-SPAM.Attempt-494|1|
b,s,s,B,B,|8|From-Botnet-TCP-SMTP-SPAM.Attempt-828|2|
a.r.r.R.R.|8|From-Botnet-UDP-DNS--400|1|
a.r.r.R.R.|8|From-Botnet-UDP-DNS--1880|2|
a.r.r.R.R.|8|From-Botnet-UDP-DNS--1853|1|
a.r.r.R.R.|8|From-Botnet-UDP-DNS--338|1|
a.r.r.R.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-2|2|
a.r.r.R.R.|8|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|1|
a.R.r.r.R.|8|From-Botnet-UDP-DNS--530|2|
a.R.r.r.R.|8|From-Botnet-UDP-DNS--532|2|
a.R.r.r.R.|8|From-Botnet-UDP-DNS--844|1|
a.R.r.r.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
a.R.r.r.R.|8|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|1|
a.R.r.r.R.|8|From-Botnet-UDP-DNS--400|1|
a.R.R.r.R.|8|From-Botnet-UDP-DNS--402|1|
a.R.R.r.R.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-2|2|
a.R.R.r.R.|8|From-Botnet-UDP-DNS--1509|2|
a.R.R.r.R.|8|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|3|
a,r,r,r,r,|8|From-Botnet-UDP-DNS--1909|1|
a,r,r,r,r,|8|From-Botnet-UDP-DNS--1312|1|
a,r,r,r,r,|8|From-Botnet-UDP-DNS--524|1|
a,r,r,r,r,|8|From-Botnet-UDP-DNS--2180|1|
a,r,r,r,r,|8|From-Botnet-UDP-DNS--2048|1|
a,r,r,r,r,|8|From-Botnet-UDP-DNS--1626|1|
a,r,r,r,r,|8|From-Botnet-UDP-DNS--96|1|
a,r,r,r,r,|8|From-Botnet-UDP-DNS--865|1|
Z.Z.z.Z*Z.|8|From-Normal-TCP-HTTPS-Facebook-2|1|
Z.Z.z.Z*Z.|8|From-Normal-TCP-HTTP-Facebook-9|4|
Z.Z.z.Z*Z.|8|From-Normal-TCP-HTTP-Facebook-10|2|
Z.Z.z.Z*Z.|8|From-Normal-TCP-HTTPS-WebPage-4|1|
Z.Z.Z.z.Z*|8|From-Normal-TCP-HTTPS-Facebook-2|1|
Z.Z.Z.z.Z*|8|From-Normal-TCP-HTTP-Facebook-9|5|
Z.Z.Z.z.Z*|8|From-Normal-TCP-HTTP-Facebook-10|2|
Y.Y,y,y,y,|8|From-Botnet-TCP-HTTP-Advertising-22|1|
Y.Y,y,y,y,|8|From-Botnet-TCP-HTTP-Advertising-41|1|
Y.Y,y,y,y,|8|From-Botnet-TCP-HTTP-Advertising-42|1|
Y.Y,y,y,y,|8|From-Botnet-TCP-HTTP-Advertising-44|1|
Y.Y,y,y,y,|8|From-Botnet-TCP-HTTP-Advertising-47|2|
Y.Y,y,y,y,|8|From-Botnet-TCP-HTTP-Advertising-46|1|
Y.Y,y,y,y,|8|From-Botnet-TCP-HTTP-Advertising-48|1|
X.X.X.X,X.|8|From-Normal-TCP-HTTP-Webpage-33|1|
X.X.X.X,X.|8|From-Normal-TCP-HTTP-Webpage-275|7|
X.X,X.X.X.|8|From-Normal-TCP-HTTP-Webpage-72|1|
X.X,X.X.X.|8|From-Normal-TCP-HTTP-Webpage-275|7|
W.s.s.s.S.|8|From-Botnet-TCP-Unknown-Attempt-436|3|
W.s.s.s.S.|8|From-Botnet-TCP-Unknown-Attempt-435|3|
W.s.s.s.S.|8|From-Botnet-TCP-HTTP-Attempt-460|2|
W.s.S.S.S.|8|From-Botnet-TCP-HTTP-Attempt-461|1|
W.s.S.S.S.|8|From-Botnet-TCP-Unknown-Attempt-436|2|
W.s.S.S.S.|8|From-Botnet-TCP-Unknown-Attempt-435|2|
W.s.S.S.S.|8|From-Botnet-TCP-HTTP-Attempt-459|3|
W.S.s.s.s.|8|From-Botnet-TCP-HTTP-Attempt-461|2|
W.S.s.s.s.|8|From-Botnet-TCP-Unknown-Attempt-436|1|
W.S.s.s.s.|8|From-Botnet-TCP-HTTP-Attempt-459|2|
W.S.s.s.s.|8|From-Botnet-TCP-Unknown-Attempt-432|2|
W.S.s.s.s.|8|From-Botnet-TCP-HTTP-Attempt-460|1|
V.V.V.V.V.|8|From-Botnet-TCP-HTTP-Ad-1|5|
V.V.V.V.V.|8|From-Botnet-UDP-DNS--296|2|
V.V.V.V.V.|8|From-Botnet-UDP-DNS--107|1|
V.V+V.V+V.|8|From-Botnet-UDP-DNS--284|1|
V.V+V.V+V.|8|From-Botnet-UDP-DNS--35|2|
V.V+V.V+V.|8|From-Botnet-UDP-DNS--329|2|
V.V+V.V+V.|8|From-Botnet-UDP-DNS--296|1|
V.V+V.V+V.|8|From-Botnet-UDP-DNS--36|2|
U.u.u.U.u.|8|From-Botnet-UDP-DNS--2031|1|
U.u.u.U.u.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
U.u.u.U.u.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-1|3|
U.u.u.U.u.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
U.u.u.U.u.|8|From-Botnet-UDP-DNS--2120|2|
U.u.U.U.u.|8|From-Botnet-UDP-DNS--346|1|
U.u.U.U.u.|8|From-Normal-UDP-DNS--85|1|
U.u.U.U.u.|8|From-Normal-UDP-DNS--86|1|
U.u.U.U.u.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
U.u.U.U.u.|8|From-Botnet-UDP-DNS--714|1|
U.u.U.U.u.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-3|3|
U.r.u.r.u.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-2|3|
U.r.u.r.u.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
U.r.u.r.u.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-3|3|
U.r.u.r.u.|8|From-Normal-UDP-DNS--86|1|
U.U.u.R.U.|8|From-Normal-UDP-DNS--85|1|
U.U.u.R.U.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-3|7|
U.U.R.r.U.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
U.U.R.r.U.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-2|2|
U.U.R.r.U.|8|From-Normal-UDP-DNS-Oficial.DNS.Server-3|2|
